StudentID,IdNumber,CourseKey,CourseCode,Course.WorkExperienceIndicator,Course.STEMFlag,Course.PlannedLearningHours,Course.NumberOfWeeks,Course.LengthOfCourse,Course.HoursPerWeek,Course.FT_PT,Course.FE_HE,Course.CourseTypeTitle,Course.Campus,EnrolmentToStartCourseDays,AnnualStartDate,HasApprovedFundClaim,StudentCategoryTitle,SourceOfFinanceTitle,vStudent_Indicators_InYear.CareExperienced,vStudent_Indicators_InYear.DisabilityName,vStudent_Indicators_InYear.HasPLSP,vStudent_Indicators_InYear.IsCarer,vStudent_Indicators.Ethnicity,vStudent_Indicators_InYear.SIMD_Rank,vStudent_Indicators.Gender,vStudent_Indicators.MaritalStatus,vStudent_Indicators.Nationality,vStudent_Indicators.Religion,vStudent_Indicators.SexualOrientation,Average of AttendanceRate,Withdrawn
1166,0507919,HDQUS-SF123A-2023,HDQUS,N,N,600,36,2,15,FT,HE,Other vocational programme – other,Glenrothes,42,2023-08-28 00:00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),Yes,No known disability,No,No,Scottish,2643,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
1166,0507919,NCBUE6-SF122A-2022,NCBUE6,N,Y,720,36,1,0,FT,FE,Other vocational programme – other,Glenrothes,14,2022-08-29 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,Yes,No known disability,No,No,Scottish,2643,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
1210,0508049,ONMMH-HP123A-2023,ONMMH,N,N,6,0,1,0,PT,FE,Other vocational programme – other,Other,-62,2023-08-17 00:00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5085,Male,Other,Scotland,None,Heterosexual/straight,1,0
1252,0508367,HCART-SD222A-2022,HCART,N,Y,240,34,2,0,PT,HE,Other vocational programme – other,Glenrothes,34,2022-08-29 00:00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5806,Male,Other,Scotland,None,Heterosexual/straight,1,0
1252,0508367,HCART-SD121A-2021,HCART,N,Y,240,34,2,0,PT,HE,Other vocational programme – other,Glenrothes,50,2021-09-02 00:00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5806,Male,Other,Scotland,None,Heterosexual/straight,1,0
1283,0508467,HCAIT-BP121A-2021,HCAIT,N,N,240,34,2,0,PT,HE,Other vocational programme – other,Kirkcaldy,55,2021-08-31 00:00:00,N,Permanent or temporary employment,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,1880,Female,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,1,0
1283,0508467,HCAIT-BP222A-2022,HCAIT,N,N,240,35,2,0,PT,HE,Other vocational programme – other,Kirkcaldy,19,2022-08-27 00:00:00,N,Permanent or temporary employment,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,1880,Female,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,1,0
1334,0508670,NPCONP-SF122A-2022,NPCONP,N,Y,720,40,1,18,FT,FE,Other vocational programme – other,Glenrothes,-3,2022-08-29 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,5085,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
1351,0508708,ACSSH6-BF123A-2023,ACSSH6,N,N,720,40,1,18,FT,FE,Other vocational programme – other,Kirkcaldy,28,2023-08-28 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,372,Female,Other,Scotland,Prefer not to say,Heterosexual/straight,1,0
1351,0508708,NQPSS5-BF122A-2022,NQPSS5,N,N,720,40,1,18,FT,FE,Other vocational programme – other,Kirkcaldy,24,2022-08-29 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,372,Female,Other,Scotland,Prefer not to say,Heterosexual/straight,0.8,0
1351,0508708,NQSHQ4-BF121A-2021,NQSHQ4,N,N,720,36,1,0,FT,FE,Other vocational programme – other,Kirkcaldy,0,2021-08-30 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,Yes,No,Scottish,372,Female,Other,Scotland,Prefer not to say,Heterosexual/straight,1,0
1355,0508776,ACCGD6-SF123B-2023,ACCGD6,N,Y,720,40,1,18,FT,FE,Other vocational programme – other,Glenrothes,33,2023-08-28 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Specific learning difficulty,Yes,No,Scottish,1309,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
1388,0508927,HDBUS-BF222A-2022,HDBUS,N,N,600,36,2,0,FT,HE,Other vocational programme – other,Kirkcaldy,37,2022-08-31 00:00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,148,Female,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,1,0
