StudentID,IdNumber,CourseKey,CourseCode,Course.WorkExperienceIndicator,Course.STEMFlag,Course.PlannedLearningHours,Course.NumberOfWeeks,Course.LengthOfCourse,Course.HoursPerWeek,Course.FT_PT,Course.FE_HE,Course.CourseTypeTitle,Course.Campus,EnrolmentToStartCourseDays,AnnualStartDate,HasApprovedFundClaim,StudentCategoryTitle,SourceOfFinanceTitle,vStudent_Indicators_InYear.CareExperienced,vStudent_Indicators_InYear.DisabilityName,vStudent_Indicators_InYear.HasPLSP,vStudent_Indicators_InYear.IsCarer,vStudent_Indicators.Ethnicity,vStudent_Indicators_InYear.SIMD_Rank,vStudent_Indicators.Gender,vStudent_Indicators.MaritalStatus,vStudent_Indicators.Nationality,vStudent_Indicators.Religion,vStudent_Indicators.SexualOrientation,Average of AttendanceRate,Withdrawn
88214,1524128,NCSPF5-BF121A-2021,NCSPF5,N,N,720,36,1,0,FT,FE,Other vocational programme – other,Kirkcaldy,12,2021-08-30 00:00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,1036,Male,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,0,1
88219,1524133,ICCHS5-BF121A-2021,ICCHS5,N,N,760,40,1,19,FT,FE,Other vocational programme – other,Kirkcaldy,55,2021-08-30 00:00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,1036,Female,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,1,0
88219,1524133,ICCSH5-LF123A-2023,ICCSH5,N,N,640,40,1,18,FT,FE,Other vocational programme – other,Levenmouth,12,2023-08-28 00:00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,332,Female,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,0.8621,1
88219,1524133,ICPBT5-LF122A-2022,ICPBT5,N,N,640,18,1,32,FT,FE,Other vocational programme – other,Levenmouth,5,2022-08-29 00:00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,332,Female,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,0.7143,0
88221,1524135,ACCCS4-SF121A-2021,ACCCS4,N,Y,960,36,1,0,FT,FE,Other vocational programme – for students with learning difficulties,Glenrothes,54,2021-08-30 00:00:00,Y,Full-time college based not included above,Fee waiver – student on a DPG 18 / PG 5 programme,No,No known disability,No,No,Scottish,1703,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,1
88222,1524136,ACCCS4-SF121A-2021,ACCCS4,N,Y,960,36,1,0,FT,FE,Other vocational programme – for students with learning difficulties,Glenrothes,14,2021-08-30 00:00:00,Y,Full-time college based not included above,Fee waiver – student on a DPG 18 / PG 5 programme,No,No known disability,No,No,Scottish,7,Male,Prefer not to say,Scotland,None,Prefer not to say,1,1
88225,1524139,NCENP5-SF122A-2022,NCENP5,N,Y,720,40,1,18,FT,FE,Other vocational programme – other,Glenrothes,18,2022-08-29 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,761,Male,Other,Scotland,None,Heterosexual/straight,0.5,0
88227,1524141,ACPSS6-BF123B-2023,ACPSS6,N,N,640,40,1,18,FT,FE,Other vocational programme – other,Kirkcaldy,10,2023-08-28 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,Yes,No,Scottish,1274,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
88227,1524141,NQMAT5-BE122A-2022,NQMAT5,N,Y,160,17,1,0,PT,FE,Other vocational programme – other,Kirkcaldy,3,2022-08-22 00:00:00,N,Permanent or temporary employment,Self-financing student,No,No known disability,No,No,Scottish,1274,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
88227,1524141,NQMAT5-HE123A-2023,NQMAT5,N,Y,200,18,1,12,PT,FE,Other vocational programme – other,Dunfermline,20,2023-08-22 00:00:00,N,Not registered unemployed but not working,Fee waiver – low income,No,No known disability,Yes,No,Scottish,1274,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0,0
88227,1524141,NQPSS5-BF122A-2022,NQPSS5,N,N,720,40,1,18,FT,FE,Other vocational programme – other,Kirkcaldy,17,2022-08-29 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,1274,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
88234,1524148,ACCGD6-SF123A-2023,ACCGD6,N,Y,720,40,1,18,FT,FE,Other vocational programme – other,Glenrothes,35,2023-08-28 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Specific learning difficulty,Yes,No,Scottish,879,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0.8333,1
88234,1524148,ICCGD5-SF122B-2022,ICCGD5,N,Y,720,40,1,18,FT,FE,Other vocational programme – other,Glenrothes,0,2022-08-29 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Specific learning difficulty,Yes,No,Scottish,4287,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
88235,1524149,NCSPF5-BF121A-2021,NCSPF5,N,N,720,36,1,0,FT,FE,Other vocational programme – other,Kirkcaldy,54,2021-08-30 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Multiple(+MH),Yes,No,Scottish,1274,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,1
88236,1524150,MAELE5-HF122A-2022,MAELE5,N,Y,760,36,1,0,FT,FE,Other vocational programme – other,Rosyth,-18,2022-08-29 00:00:00,N,Full-time college based not included above,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,1036,Male,Other,Scotland,None,Heterosexual/straight,1,0
88236,1524150,NQELE6-HD122A-2022,NQELE6,N,Y,480,34,1,0,PT,FE,Other vocational programme – other,Rosyth,-16,2022-08-31 00:00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,1036,Male,Other,Scotland,None,Heterosexual/straight,1,0
88263,1624177,ONREW-HP122D-2022,ONREW,N,N,3,2,1,0,PT,FE,Other vocational programme – other,Dunfermline,23,2022-09-01 00:00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,1419,Female,Other,Scotland,None,Heterosexual/straight,1,0
88309,1524223,ONFEA520-SP121A-2021,ONFEA520,N,N,0,8,1,0,PT,FE,Other vocational programme – other,Glenrothes,22,2021-08-23 00:00:00,N,School based S4,Fee Waiver - COVID,No,No known disability,No,No,Scottish,2867,Male,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,1,0
88311,1524225,ICTRT5-BF123A-2023,ICTRT5,N,N,640,40,1,18,FT,FE,Other vocational programme – other,Kirkcaldy,46,2023-08-28 00:00:00,N,Full-time college based not included above,Self-financing student,No,No known disability,No,No,Scottish,5302,Male,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,1,0
88312,1524226,NCPSS5-HF123B-2023,NCPSS5,N,N,640,40,1,18,FT,FE,Other vocational programme – other,Dunfermline,38,2023-08-28 00:00:00,N,Full-time college based not included above,Self-financing student,No,No known disability,No,No,Scottish,5173,Male,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,1,0
88313,1524227,MAPLU3-SB121A-2021,MAPLU3,N,N,480,36,3,0,PT,FE,Other vocational programme – other,Glenrothes,4,2021-08-30 00:00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,5920,Male,Other,Scotland,None,Heterosexual/straight,0.7069,0
88320,1524234,VQRST3-SB122A-2022,VQRST3,N,Y,800,34,4,0,FT,FE,Other vocational programme – other,Glenrothes,-1,2022-08-29 00:00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,5173,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
88322,1524236,NCSPF5-BF122A-2022,NCSPF5,N,N,720,36,1,0,FT,FE,Other vocational programme – other,Kirkcaldy,10,2022-08-29 00:00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,5173,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,1
88327,1524241,HCSOS-HF123A-2023,HCSOS,N,N,600,36,1,0,FT,HE,Other vocational programme – other,Dunfermline,10,2023-08-28 00:00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,5173,Female,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,1,1
88333,1524247,ACTEV6-BF123A-2023,ACTEV6,N,N,640,36,1,18,FT,FE,Other vocational programme – other,Kirkcaldy,47,2023-08-28 00:00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,5173,Female,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,1,0
88334,1524248,HCCHP-HF123A-2023,HCCHP,N,N,720,36,1,0,FT,HE,Other vocational programme – other,Dunfermline,35,2023-08-28 00:00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,5173,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
88336,1524250,MACAJ2-SB123D-2023,MACAJ2,N,Y,760,35,4,28,FT,FE,Other vocational programme – other,Glenrothes,0,2023-08-28 00:00:00,N,Full-time college based not included above,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,4285,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
88342,1524256,VQEMS5-SF121C-2021,VQEMS5,N,Y,720,36,1,16,FT,FE,Other vocational programme – other,Glenrothes,54,2021-08-30 00:00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,4285,Male,Other,Scotland,Prefer not to say,Heterosexual/straight,1,1
88349,1524263,HDARD-BF123A-2023,HDARD,N,N,600,40,2,15,FT,HE,Other vocational programme – other,Kirkcaldy,20,2023-08-28 00:00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,4285,Female,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,1,1
88353,1524267,MAFWE5-SF123A-2023,MAFWE5,N,Y,760,36,1,0,FT,FE,Other vocational programme – other,Glenrothes,-4,2023-08-28 00:00:00,N,Full-time college based not included above,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,4506,Male,Other,Scotland,None,Heterosexual/straight,0.6667,0
88353,1524267,NCFAW5-SD123A-2023,NCFAW5,N,Y,640,40,1,16,FT,FE,Other vocational programme – other,Glenrothes,-1,2023-08-31 00:00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,4506,Male,Other,Scotland,None,Heterosexual/straight,1,0
88356,1524270,NCIEL5-SF122A-2022,NCIEL5,N,Y,720,36,1,0,FT,FE,Other vocational programme – other,Glenrothes,11,2022-08-29 00:00:00,N,Winter leaver,Fee waiver – full-time non-advanced,No,Other impairment not listed,No,No,Scottish,4285,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
88361,1524275,NPCONT-HF121A-2021,NPCONT,N,Y,720,40,1,18,FT,FE,Other vocational programme – other,Dunfermline,20,2021-08-30 00:00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Specific learning difficulty,No,No,Scottish,4345,Male,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,0.3333,1
88363,1524277,HDSOP-SF122B-2022,HDSOP,N,Y,600,36,2,0,FT,HE,Other vocational programme – other,Glenrothes,0,2022-08-29 00:00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,5920,Male,Prefer not to say,Scotland,None,Other,1,0
88363,1524277,HDSOP-SF223A-2023,HDSOP,N,Y,600,36,2,0,FT,HE,Other vocational programme – other,Glenrothes,38,2023-08-28 00:00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,5920,Male,Prefer not to say,Scotland,None,Other,1,0
88369,1524283,CCSHQ4-HF123A-2023,CCSHQ4,N,N,640,36,1,0,FT,FE,Other vocational programme – other,Dunfermline,21,2023-08-28 00:00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Mental Health Condition,No,No,Scottish,1712,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1,1
88374,1624288,ONECS5-HO121A-2021,ONECS5,N,Y,184,36,2,1.600000023841858,PT,FE,Other vocational programme – other,Dunfermline,-2,2021-08-30 00:00:00,N,Not registered unemployed but not working,Personal Independence Payment (PIP),No,Multiple(+MH),No,Yes,Other Caribbean or black background,4828,Female,Other,Scotland,None,Bi/bisexual,1,0
88379,1524293,NCADP5-BF122A-2022,NCADP5,N,N,720,40,1,18,FT,FE,Other vocational programme – other,Kirkcaldy,35,2022-08-29 00:00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Specific learning difficulty,Yes,No,Scottish,5173,Female,Prefer not to say,Scotland,Prefer not to say,Gay woman/lesbian,1,0
88382,1524296,HCCOU-BF123A-2023,HCCOU,N,N,600,36,1,0,FT,HE,Other vocational programme – other,Kirkcaldy,38,2023-08-28 00:00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,Yes,No,Scottish,5822,Female,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,1,0
88470,1624384,HDCOU20-BE221A-2021,HDCOU20,N,N,240,40,1,6,PT,HE,Other vocational programme – other,Kirkcaldy,29,2021-08-30 00:00:00,N,Not registered unemployed but not working,Fee Waiver - COVID,No,No known disability,No,Yes,Scottish,4345,Female,Other,Scotland,None,Heterosexual/straight,1,0
88531,1624445,ONBAR-HE122A-2022,ONBAR,N,N,40,18,1,2,PT,FE,Other vocational programme – other,Dunfermline,22,2022-08-30 00:00:00,N,Permanent or temporary employment,Self-financing student,No,No known disability,No,No,Scottish,6847,Female,Prefer not to say,Scotland,Christian: Other,Heterosexual/straight,1,0
88531,1624445,VQHAI220-HF121B-2021,VQHAI220,N,N,480,40,1,12,PT,FE,Other vocational programme – other,Dunfermline,22,2021-08-23 00:00:00,Y,Full-time college based not included above,Fee Waiver - COVID,No,No known disability,No,No,Scottish,6847,Female,Prefer not to say,Scotland,Christian: Other,Heterosexual/straight,0.5,0
88575,1624489,HCHCP-HF123A-2023,HCHCP,N,N,600,40,1,15,FT,HE,Other vocational programme – other,Dunfermline,14,2023-08-28 00:00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,Yes,No,Scottish,5456,Male,Prefer not to say,Scotland,Christian: Roman Catholic,Gay man,1,0
88575,1624489,NQACC6-HF122B-2022,NQACC6,N,N,760,40,1,19,FT,FE,Other vocational programme – other,Dunfermline,24,2022-08-29 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Specific learning difficulty,No,No,Scottish,5456,Male,Prefer not to say,Scotland,Christian: Roman Catholic,Gay man,0.25,0
88668,1624582,MAPLU320-SB321B-2021,MAPLU320,N,N,175,5,1,35,PT,FE,Other vocational programme – other,Glenrothes,29,2021-08-30 00:00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,Fee Waiver - COVID,No,No known disability,No,No,Scottish,3942,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0.8,0
88684,1624598,VQBET5-BF122A-2022,VQBET5,N,N,720,40,1,18,FT,FE,Other vocational programme – other,Kirkcaldy,21,2022-08-29 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,4287,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
88684,1624598,VQHAI220-BF221A-2021,VQHAI220,N,N,360,9,1,40,PT,FE,Other vocational programme – other,Kirkcaldy,22,2021-08-23 00:00:00,N,Full-time college based not included above,Fee Waiver - COVID,No,No known disability,No,No,Scottish,4287,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
88783,1624697,HDCSD-BF221A-2021,HDCSD,N,Y,600,36,2,0,FT,HE,Other vocational programme – other,Kirkcaldy,0,2021-08-30 00:00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,6480,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,1
88783,1624697,NCBSE-SF122A-2022,NCBSE,N,N,720,36,1,0,FT,FE,Other vocational programme – other,Glenrothes,7,2022-08-29 00:00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,6480,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
88874,1624788,ICBEA5-HF121A-2021,ICBEA5,N,N,640,40,1,16,FT,FE,Other vocational programme – other,Dunfermline,35,2021-08-30 00:00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,2543,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0.2308,1
88884,1624798,NCSOP6-SF121B-2021,NCSOP6,N,N,720,40,1,18,FT,FE,Other vocational programme – other,Glenrothes,35,2021-08-30 00:00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Multiple,No,No,Scottish,624,Female,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,0.1429,1
88946,1624860,ICBEA5-BF121B-2021,ICBEA5,N,N,640,40,1,16,FT,FE,Other vocational programme – other,Kirkcaldy,4,2021-08-30 00:00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,Yes,No known disability,No,No,Scottish,584,Female,Other,Scotland,None,Heterosexual/straight,0.1875,1
89061,1624975,ICBEA5-BF123A-2023,ICBEA5,N,N,640,40,1,18,FT,FE,Other vocational programme – other,Kirkcaldy,32,2023-08-28 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,Yes,No,Scottish,69,Female,Other,Scotland,None,Prefer not to say,0.7143,0
89169,1625083,ONPHI6-BP123A-2023,ONPHI6,N,N,40,9,1,5,PT,FE,Other vocational programme – other,Kirkcaldy,-12,2023-08-18 00:00:00,N,Permanent or temporary employment,UK industry and commerce,No,Mental Health Condition,No,No,Scottish,3202,Female,Other,Scotland,None,Heterosexual/straight,1,0
89281,1625195,NCCHS5-SF121B-2021,NCCHS5,N,N,720,36,1,0,FT,FE,Other vocational programme – other,Glenrothes,19,2021-08-30 00:00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,Yes,Specific learning difficulty,No,No,Scottish,3102,Female,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,1,1
89285,1625199,OAADP8-HE122B-2022,OAADP8,N,N,175,36,1,0,PT,HE,Other vocational programme – other,Other,32,2022-08-30 00:00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,1209,Female,Other,Scotland,None,Heterosexual/straight,1,0
89302,1625216,ONSTI-HO121A-2021,ONSTI,N,N,196,18,1,0,PT,FE,Other vocational programme – for students with learning difficulties,Other,45,2021-08-30 00:00:00,N,Registered unemployed - not receiving jobseekers allowance,Fee waiver – student on a DPG 18 / PG 5 programme,No,Mental Health Condition,Yes,No,British,2637,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1,1
89332,1625246,ONWEE-HP122C-2022,ONWEE,N,Y,3,2,1,0,PT,FE,Other vocational programme – other,Other,-78,2022-08-25 00:00:00,N,Permanent or temporary employment,UK industry and commerce,No,Other impairment not listed,No,No,Scottish,5559,Female,Other,Scotland,None,Heterosexual/straight,1,0
89354,1625268,HDSOP-SF121A-2021,HDSOP,N,N,600,36,2,0,FT,HE,Other vocational programme – other,Glenrothes,46,2021-08-30 00:00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,5157,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0.4615,0
89354,1625268,HDSOP-SF222A-2022,HDSOP,N,Y,600,36,2,0,FT,HE,Other vocational programme – other,Glenrothes,20,2022-08-29 00:00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,5157,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
89390,1625304,HCFAM-BE121A-2021,HCFAM,N,N,240,40,2,6,PT,HE,Other vocational programme – other,Kirkcaldy,14,2021-09-06 00:00:00,N,Permanent or temporary employment,Self-financing student,No,No known disability,No,No,Scottish,1947,Female,Other,Scotland,None,Heterosexual/straight,1,0
89390,1625304,HCFAM-BE222A-2022,HCFAM,N,N,240,40,2,6,PT,HE,Other vocational programme – other,Kirkcaldy,22,2022-08-30 00:00:00,N,Permanent or temporary employment,Self-financing student,No,No known disability,No,No,Scottish,1947,Female,Other,Scotland,None,Heterosexual/straight,1,0
89390,1625304,ONMMH-HP123A-2023,ONMMH,N,N,6,0,1,0,PT,FE,Other vocational programme – other,Other,-62,2023-08-17 00:00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,1947,Female,Other,Scotland,None,Heterosexual/straight,1,0
89465,1625560,HCMEE-SF121A-2021,HCMEE,N,Y,600,36,1,15,FT,HE,Other vocational programme – other,Glenrothes,6,2021-08-30 00:00:00,N,Full-time college based not included above,Self-financing student,No,No known disability,No,No,Scottish,2493,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0.48,0
89495,1625590,HCLSV-BF121A-2021,HCLSV,N,N,600,36,1,0,FT,HE,Other vocational programme – other,Kirkcaldy,49,2021-08-30 00:00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,2389,Female,Other,Scotland,None,Heterosexual/straight,0.8571,1
89515,1625610,ACPSS6-BF123B-2023,ACPSS6,N,N,640,40,1,18,FT,FE,Other vocational programme – other,Kirkcaldy,11,2023-08-28 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,Yes,No,English,400,Female,Other,England,Prefer not to say,Heterosexual/straight,1,0
89515,1625610,NQPSS5-BF122A-2022,NQPSS5,N,N,720,40,1,18,FT,FE,Other vocational programme – other,Kirkcaldy,26,2022-08-29 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,English,400,Female,Other,England,Prefer not to say,Heterosexual/straight,0,0
89515,1625610,NQSHQ4-BF121A-2021,NQSHQ4,N,N,720,36,1,0,FT,FE,Other vocational programme – other,Kirkcaldy,6,2021-08-30 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,English,400,Female,Other,England,Prefer not to say,Heterosexual/straight,1,0
89537,1625719,ACPSS6-HF123A-2023,ACPSS6,N,N,640,40,1,18,FT,FE,Other vocational programme – other,Dunfermline,0,2023-08-28 00:00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,777,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0,0
89537,1625719,NQPHD6-HF121A-2021,NQPHD6,N,N,720,36,1,0,FT,FE,Other vocational programme – other,Dunfermline,55,2021-08-30 00:00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,777,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0,1
89544,1625767,ICCHS5-HF121B-2021,ICCHS5,N,N,760,40,1,19,FT,FE,Other vocational programme – other,Dunfermline,35,2021-08-30 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,Yes,Other impairment not listed,No,No,Scottish,2650,Female,Prefer not to say,Scotland,None,Prefer not to say,1,0
89544,1625767,ICPTC5-HF122A-2022,ICPTC5,N,N,760,40,1,19,FT,FE,Other vocational programme – other,Dunfermline,19,2022-08-29 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,Yes,Other impairment not listed,Yes,No,Scottish,1508,Female,Prefer not to say,Scotland,None,Prefer not to say,0.8667,0
89545,1625768,HEBBUI-FI123A-2023,HEBBUI,N,N,40,52,1,0,PT,HE,Other vocational programme – other,Kirkcaldy,3,2023-08-28 00:00:00,N,Permanent or temporary employment,Self-financing student,No,No known disability,No,No,Scottish,6039,Female,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,1,0
89639,1626340,HCHCP-SF121B-2021,HCHCP,N,N,600,40,1,15,FT,HE,Other vocational programme – other,Glenrothes,54,2021-08-30 00:00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,2520,Female,Other,Scotland,Christian: Protestant,Heterosexual/straight,1,0
89639,1626340,PDACC8-HP123C-2023,PDACC8,N,N,280,33,1,7,PT,HE,Other vocational programme – other,Dunfermline,1,2023-08-16 00:00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,2520,Female,Other,Scotland,Christian: Protestant,Heterosexual/straight,1,0
89643,1626363,HCSSH-ZF123A-2023,HCSSH,N,N,480,40,1,15,FT,HE,Other vocational programme – other,Other,48,2023-08-28 00:00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,Yes,No,Scottish,2816,Female,Prefer not to say,Scotland,Christian: Roman Catholic,Heterosexual/straight,1,0
89665,1626490,VQBET520-BF121B-2021,VQBET520,N,N,480,12,1,40,PT,FE,Other vocational programme – other,Kirkcaldy,22,2021-08-23 00:00:00,Y,Full-time college based not included above,Fee Waiver - COVID,No,No known disability,No,No,British,480,Female,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,1,1
89677,1626583,HCAPS-SF121A-2021,HCAPS,N,Y,600,36,1,0,FT,HE,Other vocational programme – other,Glenrothes,54,2021-08-30 00:00:00,N,Full-time college based not included above,Self-financing student,No,No known disability,No,No,Scottish,4665,Female,Other,Scotland,Buddhist,Heterosexual/straight,1,1
89719,1626626,ACTEV6-BF121A-2021,ACTEV6,N,N,640,36,1,16,FT,FE,Other vocational programme – other,Kirkcaldy,56,2021-08-30 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Polish,879,Female,Married,Poland,None,Heterosexual/straight,1,0
89722,1626629,HCCAD-SO321A-2021,HCCAD,N,Y,40,34,3,0,PT,HE,Other vocational programme – other,Glenrothes,29,2021-08-07 00:00:00,N,Permanent or temporary employment,Self-financing student,No,No known disability,No,No,"Arab, Arab Scottish or Arab British",3471,Male,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,1,1
89735,1626642,NCPCK5-HF122B-2022,NCPCK5,N,N,680,40,1,18,FT,FE,Other vocational programme – other,Dunfermline,40,2022-08-31 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,Yes,No known disability,No,No,Scottish,214,Male,Prefer not to say,Scotland,None,Bi/bisexual,1,0
89745,1626652,VQNAS220-BF121A-2021,VQNAS220,N,N,110,7,1,14,PT,FE,Other vocational programme – other,Kirkcaldy,22,2021-08-23 00:00:00,Y,Full-time college based not included above,Fee Waiver - COVID,No,No known disability,No,No,British,372,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
89827,1627169,VQAMS6-SF122A-2022,VQAMS6,N,Y,720,36,1,0,FT,FE,Other vocational programme – other,Glenrothes,39,2022-08-29 00:00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,British,1839,Male,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,1,0
