StudentID,IdNumber,CourseCode,Course.WorkExperienceIndicator,Course.STEMFlag,Course.PlannedLearningHours,Course.NumberOfWeeks,Course.LengthOfCourse,Course.HoursPerWeek,Course.FT_PT,Course.FE_HE,Course.CourseTypeTitle,Course.Campus,EnrolmentToStartCourseDays,AnnualStartDate,HasApprovedFundClaim,StudentCategoryTitle,SourceOfFinanceTitle,vStudent_Indicators_InYear.CareExperienced,vStudent_Indicators_InYear.DisabilityName,vStudent_Indicators_InYear.HasPLSP,vStudent_Indicators_InYear.IsCarer,vStudent_Indicators.Ethnicity,vStudent_Indicators_InYear.SIMD_Rank,vStudent_Indicators.Gender,vStudent_Indicators.MaritalStatus,vStudent_Indicators.Nationality,vStudent_Indicators.Religion,vStudent_Indicators.SexualOrientation,Withdrawn
70777,1505216,MACAJ2,N,Y,160,4,4,40,PT,FE,Other vocational programme – other,Glenrothes,32,28/08/2023 00:00,N,Permanent or temporary employment,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,359,Male,Other,Scotland,None,Heterosexual/straight,0
70822,1505261,ONWLF5,N,N,20,20,1,1,PT,FE,Other vocational programme – other,Other,0,05/03/2024 15:07,N,Not registered unemployed but not working,Fee waiver – low income,No,No known disability,No,No,Scottish,6002,Female,Other,Scotland,Christian: Roman Catholic,Heterosexual/straight,0
70822,1505261,PDACC8,N,N,280,33,1,7,PT,HE,Other vocational programme – other,Dunfermline,1,16/08/2023 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,6002,Female,Other,Scotland,Christian: Roman Catholic,Heterosexual/straight,0
70937,1505376,NQMAT4,N,Y,200,40,1,5,PT,FE,Other vocational programme – other,Dunfermline,-9,22/08/2023 00:00,N,Permanent or temporary employment,Self-financing student,No,No known disability,No,No,"Pakistani, Pakistani Scottish, or Pakistani British",5630,Female,Prefer not to say,England,Muslim,Heterosexual/straight,0
70942,1505381,NCAPS5,N,Y,720,36,1,0,FT,FE,Other vocational programme – other,Glenrothes,42,28/08/2023 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,British,584,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
70953,1505392,HDARD,N,N,600,40,2,15,FT,HE,Other vocational programme – other,Kirkcaldy,40,28/08/2023 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,Yes,No,Scottish,1299,Female,Prefer not to say,Scotland,None,Bi/bisexual,1
71006,1505445,CINCT6,N,Y,40,40,1,1,PT,FE,Other vocational programme – other,Kirkcaldy,0,28/08/2023 00:00,N,Permanent or temporary employment,Self-financing student,No,No known disability,No,No,Scottish,3630,Male,Other,Scotland,None,Heterosexual/straight,0
71064,1505503,VQHAR1,N,N,640,40,1,18,FT,FE,Other vocational programme – other,Dunfermline,47,28/08/2023 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Multiple(+MH),No,No,Scottish,882,Female,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,1
71202,1505641,HDCSD,N,Y,600,36,2,0,FT,HE,Other vocational programme – other,Kirkcaldy,28,28/08/2023 00:00,Y,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),Yes,No known disability,Yes,No,Scottish,3630,Male,Prefer not to say,Scotland,Christian: Roman Catholic,Heterosexual/straight,0
71275,1505714,ONAME,N,N,6,0,1,0,PT,FE,Other vocational programme – other,Dunfermline,-43,14/12/2023 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,2989,Male,Other,Scotland,None,Gay man,0
71320,1505759,ACSFHF,N,N,720,40,1,18,FT,FE,Other vocational programme – other,Kirkcaldy,4,28/08/2023 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,1682,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
71335,1505774,NCCOO5,N,Y,720,17,1,40,FT,FE,Other vocational programme – other,Dunfermline,0,05/02/2024 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,Yes,No known disability,No,No,Scottish,1209,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
71365,1505804,VQSHE2,N,N,640,18,1,36,FT,FE,Other vocational programme – other,Kirkcaldy,0,05/02/2024 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Specific learning difficulty,Yes,No,Scottish,5715,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
71377,1505816,CSKUP4,N,N,180,40,1,4,PT,FE,Other vocational programme – for students with learning difficulties,Dunfermline,-24,28/08/2023 00:00,N,Registered unemployed – receiving jobseekers allowance,Fee waiver – student on a DPG 18 / PG 5 programme,No,Specific learning disability,Yes,No,Scottish,2606,Male,Other,Scotland,None,Heterosexual/straight,0
71436,1505875,HEMSCI,N,Y,0,35,1,0,PT,HE,Other vocational programme – other,Other,-65,06/08/2023 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5684,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
71479,1505918,CDGFI4,N,Y,20,8,1,5,PT,FE,Other vocational programme – other,Other,0,23/01/2024 12:12,N,Not registered unemployed but not working,Fee waiver – low income,No,Multiple(+MH),Yes,No,Scottish,7,Female,Prefer not to say,Scotland,None,Prefer not to say,0
71479,1505918,ICCSH5,N,N,640,40,1,18,FT,FE,Other vocational programme – other,Levenmouth,7,28/08/2023 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Multiple(+MH),Yes,No,Scottish,7,Female,Prefer not to say,Scotland,None,Prefer not to say,0
71513,1505952,ONSTI,N,N,200,18,1,11,PT,FE,Other vocational programme – for students with learning difficulties,Other,0,29/08/2023 00:00,N,Registered unemployed – receiving jobseekers allowance,Fee waiver – student on a DPG 18 / PG 5 programme,Yes,Specific learning difficulty,Yes,No,British,1752,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
71513,1505952,ONSTU3,N,N,320,18,1,18,PT,FE,Other vocational programme – for students with learning difficulties,Dunfermline,-2,05/02/2024 00:00,N,Not registered unemployed but not working,Fee waiver – student on a DPG 18 / PG 5 programme,Yes,Specific learning difficulty,Yes,No,British,1752,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
71528,1505967,ICCSH5,N,N,640,40,1,18,FT,FE,Other vocational programme – other,Dunfermline,48,28/08/2023 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,Yes,No known disability,Yes,No,Scottish,864,Female,Other,Scotland,None,Heterosexual/straight,0
71571,1506010,MAFAB,N,Y,120,45,4,0,PT,FE,Other vocational programme – other,Rosyth,-13,02/08/2023 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,British,3106,Male,Other,Scotland,None,Heterosexual/straight,0
71600,1506039,HDCSD,N,Y,600,36,2,0,FT,HE,Other vocational programme – other,Kirkcaldy,-161,28/08/2023 00:00,N,Full-time college based not included above,Self-financing student,No,No known disability,No,No,Polish,933,Male,Prefer not to say,Poland,Christian: Roman Catholic,Heterosexual/straight,0
71624,1506063,ACPHO6,N,N,720,40,1,18,FT,FE,Other vocational programme – other,Dunfermline,33,28/08/2023 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Multiple,No,No,Scottish,1913,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1
71629,1506068,HCCOM,N,Y,240,34,2,0,PT,HE,Other vocational programme – other,Dunfermline,34,28/08/2023 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,963,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
71710,1506149,MAELI3,N,Y,40,1,3,0,PT,FE,Other vocational programme – other,Glenrothes,-7,03/06/2024 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,British,2913,Male,Other,Scotland,None,Heterosexual/straight,0
71721,1506160,ONABS5,N,N,40,40,1,1,PT,FE,Other vocational programme – other,Kirkcaldy,-24,25/03/2024 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,879,Female,Other,Scotland,Prefer not to say,Heterosexual/straight,0
71786,1506225,MAFAB,N,Y,120,45,4,0,PT,FE,Other vocational programme – other,Rosyth,-126,02/08/2023 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,1521,Male,Prefer not to say,Scotland,None,Prefer not to say,0
71802,1506241,ICCSC5,N,Y,720,40,1,16,FT,FE,Other vocational programme – other,Kirkcaldy,34,28/08/2023 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Multiple,Yes,No,Scottish,4719,Male,Prefer not to say,Scotland,Christian: Protestant,Prefer not to say,0
71820,1506257,VQNAS2,N,N,720,40,1,18,FT,FE,Other vocational programme – other,Dunfermline,24,28/08/2023 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,4506,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
71846,1506283,MACAJ2,N,Y,140,4,4,35,PT,FE,Other vocational programme – other,Glenrothes,119,18/12/2023 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,1913,Male,Prefer not to say,Scotland,Christian: Protestant,Heterosexual/straight,0
71900,1506336,ONBAR,N,N,40,18,1,2,PT,FE,Other vocational programme – other,Dunfermline,32,29/08/2023 00:00,N,Permanent or temporary employment,Self-financing student,No,No known disability,No,No,Scottish,6070,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
71973,1506409,HCHCP,N,N,600,40,1,15,FT,HE,Other vocational programme – other,Glenrothes,34,28/08/2023 00:00,Y,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,3419,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
72042,1506478,CPATC4,N,N,480,18,1,27,PT,FE,Other vocational programme – for students with learning difficulties,Glenrothes,27,28/08/2023 00:00,N,Full-time college based not included above,Fee waiver – student on a DPG 18 / PG 5 programme,No,Multiple(+MH),No,No,Scottish,568,Male,Other,Scotland,None,Gay man,0
72091,1506532,CDGFF4,N,Y,20,8,1,5,PT,FE,Other vocational programme – other,Other,0,13/02/2024 21:38,N,Not registered unemployed but not working,Fee waiver – low income,No,No known disability,No,No,Any other white background,4454,Female,Prefer not to say,Latvia,None,Heterosexual/straight,0
72091,1506532,VQSSH2,N,N,223,36,2,6,PT,FE,Other vocational programme – other,Kirkcaldy,0,28/08/2023 00:00,N,Permanent or temporary employment,Self-financing student,No,No known disability,No,No,Any other white background,4454,Female,Prefer not to say,Latvia,None,Heterosexual/straight,0
72140,1506581,PDINT7,N,Y,160,18,1,4,PT,HE,Other vocational programme – other,Other,49,05/02/2024 00:00,N,Permanent or temporary employment,Student Awards Agency for Scotland (SAAS),No,Specific learning difficulty,No,No,English,2303,Female,Prefer not to say,Scotland,Christian: Roman Catholic,Heterosexual/straight,1
72229,1506776,PDHSC,N,N,80,36,1,0,PT,HE,Other vocational programme – other,Kirkcaldy,0,17/08/2023 00:00,N,Permanent or temporary employment,Self-financing student,No,No known disability,No,No,Scottish,1508,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
72343,1507097,ONOHC,N,N,6,0,1,0,PT,FE,Other vocational programme – other,Rosyth,-30,14/08/2023 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,6863,Male,Other,Scotland,Christian: Protestant,Heterosexual/straight,0
72347,1507102,ONPSO,N,Y,240,6,1,40,PT,FE,Other vocational programme – other,Rosyth,5,03/06/2024 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,3477,Male,Other,Scotland,None,Heterosexual/straight,0
72357,1507136,NQESA6,N,N,320,40,1,8,PT,FE,Other vocational programme – other,Other,-9,11/09/2023 00:00,N,Permanent or temporary employment,Universal Credit (UC),No,No known disability,No,Yes,Scottish,4299,Female,Prefer not to say,Scotland,Christian: Other,Heterosexual/straight,1
72398,1507298,HCCOM,N,Y,240,34,2,0,PT,HE,Other vocational programme – other,Dunfermline,47,28/08/2023 00:00,N,Permanent or temporary employment,Self-financing student,No,No known disability,No,No,Scottish,3827,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1
72399,1507309,CDGFJ4,N,Y,20,8,1,5,PT,FE,Other vocational programme – other,Other,0,16/01/2024 08:13,N,Not registered unemployed but not working,Fee waiver – low income,No,No known disability,No,No,Scottish,5312,Male,Other,Scotland,Prefer not to say,Heterosexual/straight,0
72399,1507309,MAPSO2,N,Y,240,6,1,40,PT,FE,Other vocational programme – other,Rosyth,10,15/01/2024 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5312,Male,Other,Scotland,Prefer not to say,Heterosexual/straight,0
72399,1507309,ONWLJ5,N,N,20,20,1,1,PT,FE,Other vocational programme – other,Other,0,16/01/2024 16:20,N,Not registered unemployed but not working,Fee waiver – low income,No,No known disability,No,No,Scottish,5312,Male,Other,Scotland,Prefer not to say,Heterosexual/straight,0
72461,1507490,NCPVSK,N,N,792,40,1,20,FT,FE,Other vocational programme – other,Dunfermline,20,28/08/2023 00:00,N,Full-time college based not included above,Fee waiver – student on a DPG 18 / PG 5 programme,Yes,Specific learning difficulty,Yes,No,Scottish,6295,Female,Other,Scotland,Prefer not to say,Prefer not to say,0
72487,1507563,NQHUB5,N,Y,160,17,1,9,PT,FE,Other vocational programme – other,Dunfermline,27,22/08/2023 00:00,N,Permanent or temporary employment,Self-financing student,No,No known disability,No,No,Scottish,624,Female,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,1
72492,1507568,PDACC8,N,N,280,40,1,7,PT,HE,Other vocational programme – other,Dunfermline,20,01/08/2023 00:00,N,Permanent or temporary employment,UK industry and commerce,No,Specific learning difficulty,No,No,Scottish,2278,Female,Other,Scotland,None,Heterosexual/straight,0
72494,1507573,PDACC8,N,N,280,40,1,7,PT,HE,Other vocational programme – other,Dunfermline,20,01/08/2023 00:00,N,Permanent or temporary employment,UK industry and commerce,No,Mental Health Condition,No,No,Scottish,5958,Female,Married,Scotland,None,Heterosexual/straight,0
72495,1507577,PDACC8,N,N,280,33,1,7,PT,HE,Other vocational programme – other,Dunfermline,1,16/08/2023 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,469,Female,Other,Scotland,None,Heterosexual/straight,0
72501,1507583,VQSHE2,N,N,640,18,1,36,FT,FE,Other vocational programme – other,Kirkcaldy,0,05/02/2024 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Long standing illness,No,No,Scottish,4709,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
72501,1507583,VQSSH3,N,N,220,36,3,0,PT,FE,Other vocational programme – other,Kirkcaldy,31,28/08/2023 00:00,N,Permanent or temporary employment,Student Awards Agency for Scotland (SAAS),No,Long standing illness,No,No,Scottish,4709,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
72546,1507727,OAUEP,N,N,40,40,1,1,PT,FE,Other vocational programme – other,Kirkcaldy,-337,07/08/2023 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,2966,Female,Married,Scotland,Christian: Roman Catholic,Heterosexual/straight,0
72598,1507848,HEBBUI,N,N,40,52,1,0,PT,HE,Other vocational programme – other,Kirkcaldy,-183,28/08/2023 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,4414,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
72598,1507848,MABUA3,N,N,100,40,3,2,PT,FE,Other vocational programme – other,Dunfermline,-12,02/08/2023 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,4414,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
72671,1507923,MAFAB,N,Y,40,40,4,3,PT,FE,Other vocational programme – other,Rosyth,-57,02/08/2023 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,Multiple,No,No,Scottish,3769,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
72692,1507944,HCBUS,N,N,600,36,1,0,FT,HE,Other vocational programme – other,Kirkcaldy,-30,28/08/2023 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,Mental Health Condition,Yes,No,Scottish,107,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
72692,1507944,HCLSV,N,N,600,36,1,0,FT,HE,Other vocational programme – other,Dunfermline,10,28/08/2023 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,Mental Health Condition,Yes,No,Scottish,107,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1
72702,1507954,CDGFM4,N,Y,20,8,1,2,PT,FE,Other vocational programme – other,Other,0,13/09/2023 10:49,N,Not registered unemployed but not working,Fee waiver – low income,No,No known disability,Yes,No,Scottish,5983,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
72702,1507954,HCAPS,N,Y,600,36,1,0,FT,HE,Other vocational programme – other,Glenrothes,39,28/08/2023 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,Yes,No,Scottish,5983,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
72702,1507954,ONWLM5,N,N,20,20,1,1,PT,FE,Other vocational programme – other,Other,0,14/09/2023 08:27,N,Not registered unemployed but not working,Fee waiver – low income,No,No known disability,Yes,No,Scottish,5983,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
72725,1507977,HECSOS,N,N,40,40,1,1,PT,HE,Other vocational programme – other,Other,14,28/08/2023 00:00,N,Permanent or temporary employment,Self-financing student,No,No known disability,No,No,Scottish,4414,Female,Prefer not to say,Scotland,None,Bi/bisexual,0
72725,1507977,ONWLF5,N,N,20,20,1,1,PT,FE,Other vocational programme – other,Other,0,24/08/2023 23:35,N,Not registered unemployed but not working,Fee waiver – low income,No,No known disability,No,No,Scottish,4414,Female,Prefer not to say,Scotland,None,Bi/bisexual,0
72765,1508017,NQHUB6,N,Y,160,17,1,0,PT,FE,Other vocational programme – other,Dunfermline,1,22/08/2023 00:00,N,Permanent or temporary employment,Self-financing student,No,No known disability,No,No,Scottish,726,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
72842,1508121,NPACM6,N,N,320,8,1,40,PT,FE,Other vocational programme – other,Glenrothes,-64,01/08/2023 00:00,N,Full-time college based not included above,UK industry and commerce,No,No known disability,No,No,Any other white background,5756,Male,Other,Spain / Canaries,None,Heterosexual/straight,0
72851,1508132,ICSPF5,N,N,640,36,1,0,FT,FE,Other vocational programme – other,Kirkcaldy,13,28/08/2023 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,2918,Male,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,1
72883,1508171,MAELE6,N,Y,40,40,4,1,PT,FE,Other vocational programme – other,Rosyth,-1,02/08/2023 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,3608,Male,Other,Scotland,Christian: Protestant,Heterosexual/straight,0
72900,1508189,HCFWI,N,Y,240,40,2,6,PT,HE,Other vocational programme – other,Glenrothes,27,28/08/2023 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,4317,Male,Other,Scotland,None,Heterosexual/straight,0
72900,1508189,MAFAB,N,Y,120,45,4,0,PT,FE,Other vocational programme – other,Rosyth,-196,02/08/2023 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,4317,Male,Other,Scotland,None,Heterosexual/straight,0
72938,1508251,CDGFC4,N,Y,20,8,1,5,PT,FE,Other vocational programme – other,Other,0,28/08/2023 20:45,N,Not registered unemployed but not working,Fee waiver – low income,No,No known disability,Yes,No,Scottish,3419,Female,Prefer not to say,Scotland,Christian: Protestant,Heterosexual/straight,0
72938,1508251,HDCHP,N,N,320,40,2,15,PT,HE,Other vocational programme – other,Dunfermline,-1,29/08/2023 00:00,N,Permanent or temporary employment,Self-financing student,No,No known disability,Yes,No,Scottish,3419,Female,Prefer not to say,Scotland,Christian: Protestant,Heterosexual/straight,0
72938,1508251,ONWLC5,N,N,20,20,1,1,PT,FE,Other vocational programme – other,Other,0,13/09/2023 18:35,N,Not registered unemployed but not working,Fee waiver – low income,No,No known disability,Yes,No,Scottish,3419,Female,Prefer not to say,Scotland,Christian: Protestant,Heterosexual/straight,0
72955,1508278,HDCOU,N,N,360,34,2,9,PT,HE,Other vocational programme – other,Kirkcaldy,15,05/09/2023 00:00,N,Permanent or temporary employment,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,6047,Female,Other,Scotland,None,Heterosexual/straight,0
72956,1508279,PDHSC,N,N,80,36,1,0,PT,HE,Other vocational programme – other,Kirkcaldy,-40,17/08/2023 00:00,N,Permanent or temporary employment,UK industry and commerce,No,Multiple(+MH),No,No,"Black, Black Scottish or Black British",2113,Female,Married,Scotland,None,Heterosexual/straight,0
72980,1508330,HCQUS,N,N,240,34,2,0,PT,HE,Other vocational programme – other,Glenrothes,45,28/08/2023 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5653,Male,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,0
73067,1508461,HCFAW,N,Y,160,40,4,0,PT,HE,Other vocational programme – other,Dunfermline,0,28/08/2023 00:00,N,Permanent or temporary employment,Self-financing student,No,Specific learning difficulty,No,No,Scottish,5978,Male,Prefer not to say,England,Prefer not to say,Heterosexual/straight,0
73205,1508660,ACHSC6,N,N,720,36,1,0,FT,FE,Other vocational programme – other,Glenrothes,27,29/08/2023 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,797,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
73209,1508666,MAELE6,N,Y,760,40,4,19,PT,FE,Other vocational programme – other,Rosyth,-177,02/08/2023 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,4695,Male,Other,Scotland,None,Heterosexual/straight,0
73218,1508677,MACAJ2,N,Y,140,4,4,35,PT,FE,Other vocational programme – other,Glenrothes,13,18/12/2023 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,4221,Prefer not to say,Prefer not to say,Scotland,None,Heterosexual/straight,0
73220,1508679,VQAUT3,N,Y,280,34,4,0,PT,FE,Other vocational programme – other,Glenrothes,35,30/08/2023 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,1745,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
73299,1508789,MACAJ2,N,Y,140,4,4,30,PT,FE,Other vocational programme – other,Dunfermline,0,19/02/2024 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,2798,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
73314,1508808,HDJEW,N,N,600,36,2,0,FT,HE,Other vocational programme – other,Glenrothes,47,28/08/2023 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,Specific learning difficulty,Yes,No,Scottish,963,Male,Prefer not to say,Scotland,Prefer not to say,Gay man,0
73316,1508810,HDCDS,N,N,600,36,2,0,FT,HE,Other vocational programme – other,Kirkcaldy,-18,28/08/2023 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,694,Prefer not to say,Prefer not to say,Scotland,Christian: Roman Catholic,Heterosexual/straight,0
73324,1508818,HDAIT,N,N,600,36,2,0,FT,HE,Other vocational programme – other,Kirkcaldy,14,28/08/2023 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,883,Male,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,0
73333,1508825,ACCGD6,N,Y,720,40,1,18,FT,FE,Other vocational programme – other,Dunfermline,32,28/08/2023 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Multiple(+MH),No,No,Scottish,246,Male,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0
73339,1508831,MAMEE6,N,Y,120,45,4,0,PT,FE,Other vocational programme – other,Rosyth,-113,02/08/2023 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,797,Male,Other,Scotland,Prefer not to say,Heterosexual/straight,0
73344,1508837,ACCRI6,N,N,720,40,1,18,FT,FE,Other vocational programme – other,Glenrothes,35,28/08/2023 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Specific learning difficulty,Yes,No,English,2798,Female,Prefer not to say,England,None,Bi/bisexual,1
73391,1508884,CCCOF4,N,Y,680,36,1,0,FT,FE,Other vocational programme – other,Dunfermline,41,28/08/2023 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Multiple,Yes,No,Scottish,1508,Male,Prefer not to say,Scotland,Christian: Roman Catholic,Heterosexual/straight,1
73398,1508892,HDARD,N,N,600,40,2,15,FT,HE,Other vocational programme – other,Kirkcaldy,40,28/08/2023 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,698,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
73408,1508900,MACAJ2,N,Y,160,4,4,40,PT,FE,Other vocational programme – other,Glenrothes,0,28/08/2023 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,698,Male,Other,Scotland,None,Heterosexual/straight,0
73411,1508907,HCGDD,N,Y,600,40,1,15,FT,HE,Other vocational programme – other,Glenrothes,11,28/08/2023 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),Yes,No known disability,No,No,English,4330,Prefer not to say,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0
73418,1508914,ACHSC6,N,N,720,36,1,0,FT,FE,Other vocational programme – other,Dunfermline,20,28/08/2023 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,1846,Female,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,0
73419,1508915,NPCONC,N,Y,680,40,1,18,FT,FE,Other vocational programme – other,Dunfermline,41,28/08/2023 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,246,Male,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,0
73429,1508945,HECCOM,N,Y,0,52,1,0,PT,HE,Other vocational programme – other,Other,0,28/08/2023 00:00,N,Permanent or temporary employment,Self-financing student,No,No known disability,Yes,No,Scottish,6295,Male,Other,Scotland,None,Heterosexual/straight,0
