StudentID,IdNumber,CourseCode,Course.WorkExperienceIndicator,Course.STEMFlag,Course.PlannedLearningHours,Course.NumberOfWeeks,Course.LengthOfCourse,Course.HoursPerWeek,Course.FT_PT,Course.FE_HE,Course.CourseTypeTitle,Course.Campus,EnrolmentToStartCourseDays,AnnualStartDate,HasApprovedFundClaim,StudentCategoryTitle,SourceOfFinanceTitle,vStudent_Indicators_InYear.CareExperienced,vStudent_Indicators_InYear.DisabilityName,vStudent_Indicators_InYear.HasPLSP,vStudent_Indicators_InYear.IsCarer,vStudent_Indicators.Ethnicity,vStudent_Indicators_InYear.SIMD_Rank,vStudent_Indicators.Gender,vStudent_Indicators.MaritalStatus,vStudent_Indicators.Nationality,vStudent_Indicators.Religion,vStudent_Indicators.SexualOrientation,Withdrawn
68324,1502809,HCCHP,Y,N,720,40,1,18,FT,HE,Other vocational programme – other,Dunfermline,35,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,British,829,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1
68345,1502830,HCHCP,Y,N,640,40,1,16,FT,HE,Other vocational programme – other,Dunfermline,33,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,1957,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1
68666,1503139,VQDGE7,Y,N,1120,36,1,0,FT,FE,Other vocational programme – other,Dunfermline,42,29/08/2022 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,328,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
68805,1503273,NCEEC6,Y,N,840,36,1,0,FT,FE,Other vocational programme – other,Glenrothes,42,29/08/2022 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Multiple(+MH),No,No,Scottish,698,Female,Prefer not to say,Scotland,Christian: Roman Catholic,Prefer not to say,1
68955,1503418,HDASNM,Y,N,720,36,2,0,FT,HE,Other vocational programme – other,Kirkcaldy,3,29/08/2022 00:00,Y,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,4719,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
68975,1503437,ACPCK6,Y,N,720,40,1,18,FT,FE,Other vocational programme – other,Kirkcaldy,21,29/08/2022 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,2722,Male,Prefer not to say,Scotland,None,Gay man,0
69134,1503591,NCEEC6,Y,N,840,36,1,0,FT,FE,Other vocational programme – other,Kirkcaldy,21,29/08/2022 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Specific learning difficulty,Yes,No,Scottish,2113,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1
69235,1503690,VQSSCY,Y,N,40,40,2,0,PT,FE,Other vocational programme – other,Kirkcaldy,16,01/09/2022 00:00,N,Permanent or temporary employment,Universal Credit (UC),No,No known disability,No,No,Scottish,940,Female,Prefer not to say,Scotland,Christian: Roman Catholic,Heterosexual/straight,0
69430,1503878,VQBAR2,Y,N,720,40,1,18,FT,FE,Other vocational programme – other,Kirkcaldy,5,29/08/2022 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Mental Health Condition,No,No,Scottish,107,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
69579,1504026,HCSSH,Y,N,640,40,1,16,FT,HE,Other vocational programme – other,Kirkcaldy,42,29/08/2022 00:00,N,Full-time college based not included above,Self-financing student,No,No known disability,No,No,Scottish,720,Female,Prefer not to say,Scotland,Christian: Roman Catholic,Heterosexual/straight,1
69650,1504096,HCHCP,Y,N,640,40,1,16,FT,HE,Other vocational programme – other,Dunfermline,24,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,960,Male,Other,Scotland,None,Gay man,0
69864,1504308,VQHAI2,Y,N,720,40,2,18,FT,FE,Other vocational programme – other,Kirkcaldy,37,01/09/2022 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,1312,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
70022,1504466,HCFHE,Y,N,600,36,1,0,FT,HE,Other vocational programme – other,Kirkcaldy,12,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,5260,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
70189,1504633,VQSSCY,Y,N,40,40,2,0,PT,FE,Other vocational programme – other,Kirkcaldy,50,25/09/2022 00:00,N,Permanent or temporary employment,Student Awards Agency for Scotland (SAAS),No,Mental Health Condition,No,No,Scottish,5127,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
70511,1504953,HCFHE,Y,N,600,36,1,0,FT,HE,Other vocational programme – other,Kirkcaldy,0,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,2913,Male,Prefer not to say,Scotland,None,Prefer not to say,1
70723,1505162,VQSSH3,Y,N,200,35,3,0,PT,FE,Other vocational programme – other,Kirkcaldy,-33,01/09/2022 00:00,N,Permanent or temporary employment,Student Awards Agency for Scotland (SAAS),Yes,No known disability,No,No,Any other Asian background,2972,Female,Married,Thailand,Buddhist,Heterosexual/straight,0
71451,1505890,HCHCP,Y,N,640,40,1,16,FT,HE,Other vocational programme – other,Dunfermline,11,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,2055,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
71479,1505918,NCEEC6,Y,N,840,36,1,0,FT,FE,Other vocational programme – other,Kirkcaldy,39,29/08/2022 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Multiple(+MH),No,No,Scottish,3404,Female,Prefer not to say,Scotland,None,Prefer not to say,1
71663,1506102,HCASNS,Y,N,680,40,1,17,FT,HE,Other vocational programme – other,Dunfermline,26,29/08/2022 00:00,N,Full-time college based not included above,Self-financing student,No,No known disability,No,No,British,829,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
71886,1506322,HCHCP,Y,N,640,40,1,16,FT,HE,Other vocational programme – other,Glenrothes,38,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,Specific learning difficulty,No,No,Scottish,492,Female,Prefer not to say,Scotland,None,Gay woman/lesbian,0
72670,1507922,HCHCP,Y,N,640,40,1,16,FT,HE,Other vocational programme – other,Glenrothes,26,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,Multiple(+MH),Yes,No,Scottish,3399,Female,Prefer not to say,Scotland,Prefer not to say,Bi/bisexual,1
72938,1508251,HCCHP,Y,N,240,33,2,0,PT,HE,Other vocational programme – other,Dunfermline,13,29/08/2022 00:00,N,Permanent or temporary employment,Self-financing student,No,Specific learning difficulty,No,No,Scottish,3419,Female,Prefer not to say,Scotland,Christian: Protestant,Heterosexual/straight,0
72973,1508323,HCHCP,Y,N,640,40,1,16,FT,HE,Other vocational programme – other,Glenrothes,19,29/08/2022 00:00,N,Full-time college based not included above,Self-financing student,No,Specific learning difficulty,No,No,Scottish,2630,Female,Other,Scotland,Christian: Protestant,Heterosexual/straight,0
73316,1508810,HCCDF,Y,N,600,40,1,15,FT,HE,Other vocational programme – other,Kirkcaldy,5,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,694,Prefer not to say,Prefer not to say,Scotland,Christian: Roman Catholic,Heterosexual/straight,0
73387,1508878,ACPCK6,Y,N,720,40,1,18,FT,FE,Other vocational programme – other,Dunfermline,21,29/08/2022 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,2352,Female,Other,Scotland,None,Other,0
73416,1508912,NCEIP5,Y,Y,720,36,1,0,FT,FE,Other vocational programme – other,Glenrothes,-9,29/08/2022 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,Yes,No known disability,No,No,Scottish,698,Male,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,0
73461,1508982,NQPCK4,Y,N,720,40,1,18,FT,FE,Other vocational programme – other,Dunfermline,24,29/08/2022 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,797,Male,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,0
73543,1509077,VQSSCY,Y,N,40,40,2,0,PT,FE,Other vocational programme – other,Kirkcaldy,187,06/02/2023 00:00,N,Permanent or temporary employment,Self-financing student,No,No known disability,No,No,Scottish,2920,Female,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,0
73650,1509200,NQPCK4,Y,N,720,40,1,18,FT,FE,Other vocational programme – other,Kirkcaldy,12,29/08/2022 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,3471,Female,Prefer not to say,Scotland,None,Gay woman/lesbian,0
73744,1509307,VQHAI2,Y,N,720,40,2,18,FT,FE,Other vocational programme – other,Dunfermline,39,29/08/2022 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Mental Health Condition,No,No,Scottish,632,Female,Prefer not to say,Scotland,None,Bi/bisexual,1
73824,1509393,HCCHP,Y,N,720,36,1,0,FT,HE,Other vocational programme – other,Glenrothes,39,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,3568,Female,Other,Scotland,None,Heterosexual/straight,0
73857,1509433,HCCDF,Y,N,600,40,1,15,FT,HE,Other vocational programme – other,Kirkcaldy,6,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,3608,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1
73975,1509577,HCHCP,Y,N,640,40,1,16,FT,HE,Other vocational programme – other,Dunfermline,20,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,"Pakistani, Pakistani Scottish, or Pakistani British",3981,Female,Other,Scotland,Muslim,Heterosexual/straight,1
74025,1509651,VQSSCY,Y,N,40,40,2,0,PT,FE,Other vocational programme – other,Kirkcaldy,-2,03/08/2022 00:00,N,Permanent or temporary employment,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,2569,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
75629,1510577,HCCHP,Y,N,720,36,1,0,FT,HE,Other vocational programme – other,Kirkcaldy,26,31/08/2022 00:00,N,Full-time college based not included above,Self-financing student,No,No known disability,Yes,No,Scottish,3308,Female,Prefer not to say,Scotland,None,Bi/bisexual,1
75873,1511164,HCHOS7,Y,N,480,34,1,15,FT,HE,Other vocational programme – other,Kirkcaldy,11,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,Specific learning difficulty,No,No,British,4252,Male,Prefer not to say,Scotland,Christian: Protestant,Heterosexual/straight,0
76137,1511537,HCCHP,Y,N,720,36,1,0,FT,HE,Other vocational programme – other,Dunfermline,38,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,6743,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
76177,1511593,HCHCP,Y,N,640,40,1,16,FT,HE,Other vocational programme – other,Dunfermline,42,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,6704,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
76411,1511915,HCHCP,Y,N,640,40,1,16,FT,HE,Other vocational programme – other,Glenrothes,33,29/08/2022 00:00,N,Full-time college based not included above,Self-financing student,No,No known disability,No,No,Scottish,653,Male,Prefer not to say,Scotland,None,Prefer not to say,1
76688,1612321,HDASNM,Y,N,720,36,2,0,FT,HE,Other vocational programme – other,Kirkcaldy,42,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,1767,Female,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,0
77182,1512845,HCCHP,Y,N,720,36,1,0,FT,HE,Other vocational programme – other,Kirkcaldy,44,31/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,1330,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1
77552,1613245,NQPCK4,Y,N,720,40,1,18,FT,FE,Other vocational programme – other,Kirkcaldy,47,29/08/2022 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Polish,78,Prefer not to say,Prefer not to say,Poland,None,Prefer not to say,0
77671,1613384,NCEEC6,Y,N,840,36,1,0,FT,FE,Other vocational programme – other,Glenrothes,33,29/08/2022 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,847,Female,Prefer not to say,Scotland,None,Bi/bisexual,0
77849,1613593,NQESA6,Y,N,400,32,1,0,PT,FE,Other vocational programme – other,Dunfermline,13,12/09/2022 00:00,N,Permanent or temporary employment,Self-financing student,No,Specific learning difficulty,No,No,Scottish,1223,Female,Other,Scotland,None,Heterosexual/straight,0
77927,1613711,HCHCP,Y,N,640,40,1,16,FT,HE,Other vocational programme – other,Glenrothes,0,29/08/2022 00:00,N,Full-time college based not included above,Self-financing student,No,Multiple(+MH),No,No,Scottish,610,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1
78326,1614206,ACPCK6,Y,N,720,40,1,18,FT,FE,Other vocational programme – other,Kirkcaldy,42,29/08/2022 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,Yes,No,Scottish,1880,Male,Prefer not to say,Scotland,Christian: Other,Heterosexual/straight,0
78380,1614260,HCHCP,Y,N,640,40,1,16,FT,HE,Other vocational programme – other,Glenrothes,33,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,British,148,Female,Prefer not to say,Scotland,None,Prefer not to say,0
78825,1614778,VQHAI2,Y,N,720,40,2,18,FT,FE,Other vocational programme – other,Kirkcaldy,38,29/08/2022 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,797,Female,Prefer not to say,Scotland,Christian: Other,Heterosexual/straight,1
78895,1614848,HCHCP,Y,N,640,40,1,16,FT,HE,Other vocational programme – other,Dunfermline,19,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,British,3798,Female,Other,Scotland,None,Heterosexual/straight,1
78934,1514892,NCEEC6,Y,N,840,36,1,0,FT,FE,Other vocational programme – other,Kirkcaldy,11,29/08/2022 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,2438,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1
78987,1514948,VQHAI2,Y,N,720,40,2,18,FT,FE,Other vocational programme – other,Kirkcaldy,0,29/08/2022 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,Yes,No known disability,No,No,Scottish,2569,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1
79160,1615156,NCEIP5,Y,Y,720,36,1,0,FT,FE,Other vocational programme – other,Glenrothes,24,29/08/2022 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,2913,Male,Prefer not to say,Scotland,Christian: Roman Catholic,Heterosexual/straight,0
79277,1515298,HCFHE,Y,N,600,36,1,0,FT,HE,Other vocational programme – other,Kirkcaldy,35,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,2303,Male,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,0
79399,1615441,HCSSH,Y,N,600,36,1,0,FT,HE,Other vocational programme – other,Glenrothes,26,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,1839,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
79417,1615459,HCASNS,Y,N,680,40,1,17,FT,HE,Other vocational programme – other,Dunfermline,13,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,1032,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1
79667,1615759,ACPCK6,Y,N,720,40,1,18,FT,FE,Other vocational programme – other,Dunfermline,35,29/08/2022 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,2139,Female,Other,Scotland,None,Bi/bisexual,0
79782,1615882,ACPCK6,Y,N,720,40,1,18,FT,FE,Other vocational programme – other,Kirkcaldy,33,29/08/2022 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Multiple(+MH),No,No,Scottish,2337,Male,Prefer not to say,Scotland,Prefer not to say,Bi/bisexual,0
80221,1616373,HCCHP,Y,N,720,36,1,0,FT,HE,Other vocational programme – other,Dunfermline,28,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,Physical impairment of mobility issue,No,No,Scottish,2798,Female,Prefer not to say,Scotland,Christian: Roman Catholic,Heterosexual/straight,0
80320,1616472,HCCHP,Y,N,720,36,1,0,FT,HE,Other vocational programme – other,Dunfermline,3,29/08/2022 00:00,N,Full-time college based not included above,Self-financing student,No,No known disability,No,No,Scottish,519,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1
80970,1517176,NCEEC6,Y,N,840,36,1,0,FT,FE,Other vocational programme – other,Dunfermline,39,29/08/2022 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Specific learning difficulty,No,No,British,6039,Female,Other,Scotland,None,Heterosexual/straight,0
80995,1517218,CSHTE4,Y,N,720,40,1,16,FT,FE,Other vocational programme – other,Kirkcaldy,10,29/08/2022 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Specific learning difficulty,No,No,Scottish,5046,Female,Other,Scotland,Prefer not to say,Prefer not to say,1
81154,1517457,NCEIP5,Y,Y,720,36,1,0,FT,FE,Other vocational programme – other,Glenrothes,0,29/08/2022 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Specific learning difficulty,No,No,Scottish,3023,Male,Other,Scotland,None,Heterosexual/straight,0
81353,1517750,NCEEC6,Y,N,840,36,1,0,FT,FE,Other vocational programme – other,Kirkcaldy,5,29/08/2022 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,824,Female,Prefer not to say,Scotland,Muslim,Prefer not to say,0
81366,1517763,NQBAP6,Y,N,720,36,1,0,FT,FE,Other vocational programme – other,Levenmouth,21,29/08/2022 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,Yes,No,Scottish,3023,Female,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0
81368,1517765,NQBAP6,Y,N,720,36,1,0,FT,FE,Other vocational programme – other,Levenmouth,42,29/08/2022 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,1676,Female,Prefer not to say,Scotland,None,Prefer not to say,0
81369,1517766,VQHAI2,Y,N,720,40,2,18,FT,FE,Other vocational programme – other,Kirkcaldy,39,29/08/2022 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,3569,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
81390,1517787,VQSSCY,Y,N,40,40,2,0,PT,FE,Other vocational programme – other,Kirkcaldy,31,13/02/2023 00:00,N,Permanent or temporary employment,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,1846,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1
81408,1517805,HCHCP,Y,N,640,40,1,16,FT,HE,Other vocational programme – other,Dunfermline,12,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,3023,Female,Prefer not to say,Scotland,Prefer not to say,Gay woman/lesbian,1
81463,1517860,HCHCP,Y,N,640,40,1,16,FT,HE,Other vocational programme – other,Dunfermline,42,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,879,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
81478,1517875,NCEEC6,Y,N,840,36,1,0,FT,FE,Other vocational programme – other,Kirkcaldy,27,29/08/2022 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,187,Female,Prefer not to say,Poland,Christian: Other,Heterosexual/straight,0
81539,1517936,HCCDS,Y,N,600,36,1,0,FT,HE,Other vocational programme – other,Kirkcaldy,41,31/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,1309,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
81575,1517972,ACPCK6,Y,N,720,40,1,18,FT,FE,Other vocational programme – other,Dunfermline,24,29/08/2022 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Long standing illness,No,No,Scottish,2493,Male,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,1
81605,1518002,HCCHP,Y,N,720,36,1,0,FT,HE,Other vocational programme – other,Dunfermline,40,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,4901,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
81634,1518031,HCFHE,Y,N,600,36,1,0,FT,HE,Other vocational programme – other,Kirkcaldy,14,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,2026,Male,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0
81680,1518077,NQBAP6,Y,N,720,36,1,0,FT,FE,Other vocational programme – other,Levenmouth,40,29/08/2022 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,5601,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
81691,1518088,NQPCK4,Y,N,720,40,1,18,FT,FE,Other vocational programme – other,Kirkcaldy,-8,29/08/2022 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,1106,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1
81698,1518095,NCEEC6,Y,N,840,36,1,0,FT,FE,Other vocational programme – other,Dunfermline,39,29/08/2022 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Specific learning difficulty,No,No,Scottish,1016,Female,In a same-sex civil partnership,Scotland,None,Heterosexual/straight,0
81820,1518217,HCCDF,Y,N,600,40,1,15,FT,HE,Other vocational programme – other,Kirkcaldy,-9,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,British,3981,Male,Other,Scotland,None,Heterosexual/straight,0
81840,1518237,HCCDS,Y,N,600,36,1,0,FT,HE,Other vocational programme – other,Kirkcaldy,29,31/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,Yes,No,Scottish,5987,Female,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0
81846,1518243,HCCDS,Y,N,600,36,1,0,FT,HE,Other vocational programme – other,Kirkcaldy,9,31/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,Specific learning difficulty,Yes,No,Scottish,5822,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0
81867,1518264,NCEIP5,Y,Y,720,36,1,0,FT,FE,Other vocational programme – other,Glenrothes,21,29/08/2022 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,6830,Male,Other,Scotland,Christian: Protestant,Heterosexual/straight,0
81912,1518309,HDASNM,Y,N,544,36,2,0,FT,HE,Other vocational programme – other,Dunfermline,23,31/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),Yes,Specific learning difficulty,No,No,Scottish,1016,Female,Prefer not to say,Scotland,None,Bi/bisexual,1
81947,1518344,HCCHP,Y,N,720,36,1,0,FT,HE,Other vocational programme – other,Dunfermline,34,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,1445,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
81960,1518357,NCEEC6,Y,N,840,36,1,0,FT,FE,Other vocational programme – other,Dunfermline,-3,29/08/2022 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,Yes,Mental Health Condition,No,No,Scottish,6536,Female,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,1
81969,1618366,HCHCP,Y,N,640,40,1,16,FT,HE,Other vocational programme – other,Dunfermline,38,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,777,Female,Other,Scotland,None,Heterosexual/straight,0
81969,1618366,HCSSH,Y,N,640,40,1,16,FT,HE,Other vocational programme – other,Kirkcaldy,13,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,777,Female,Other,Scotland,None,Heterosexual/straight,0
81973,1618370,HDCOU,Y,N,360,34,3,9,PT,HE,Other vocational programme – other,Kirkcaldy,11,29/08/2022 00:00,N,Permanent or temporary employment,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,British,1947,Female,Other,Scotland,None,Heterosexual/straight,0
82054,1518451,VQHAI2,Y,N,720,40,2,18,FT,FE,Other vocational programme – other,Dunfermline,34,29/08/2022 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Mental Health Condition,No,No,Scottish,6362,Female,Other,Scotland,None,Prefer not to say,1
82242,1618736,HCCHP,Y,N,720,36,1,0,FT,HE,Other vocational programme – other,Kirkcaldy,15,31/08/2022 00:00,N,Full-time college based not included above,Self-financing student,No,Long standing illness,No,No,British,1637,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
82775,1619469,ACPCK6,Y,N,720,40,1,18,FT,FE,Other vocational programme – other,Dunfermline,46,29/08/2022 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,Yes,Scottish,1445,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0
83350,1620134,NCEEC6,Y,N,840,40,1,21,FT,FE,Other vocational programme – other,Glenrothes,-60,29/08/2022 00:00,N,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,732,Female,Other,Scotland,None,Heterosexual/straight,1
83533,1620333,NQBAP6,Y,N,720,36,1,0,FT,FE,Other vocational programme – other,Levenmouth,7,29/08/2022 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,Multiple(+MH),Yes,No,Scottish,732,Male,Prefer not to say,Scotland,None,Gay man,0
83637,1620440,VQSSH3,Y,N,200,35,3,0,PT,FE,Other vocational programme – other,Kirkcaldy,3,15/09/2022 00:00,N,Permanent or temporary employment,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,1342,Female,Prefer not to say,Scotland,None,Prefer not to say,0
83669,1620475,NQBAP6,Y,N,720,36,1,0,FT,FE,Other vocational programme – other,Levenmouth,17,29/08/2022 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,Yes,Multiple,Yes,No,Scottish,879,Female,Prefer not to say,Scotland,None,Prefer not to say,0
83916,1620777,HCCHP,Y,N,720,36,1,0,FT,HE,Other vocational programme – other,Kirkcaldy,-2,29/08/2022 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,British,624,Female,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,0
