StudentID,IdNumber,CourseKey,CourseCode,Course.WorkExperienceIndicator,Course.STEMFlag,Course.PlannedLearningHours,Course.NumberOfWeeks,Course.LengthOfCourse,Course.HoursPerWeek,Course.FT_PT,Course.FE_HE,Course.CourseTypeTitle,Course.Campus,EnrolmentToStartCourseDays,AnnualStartDate,HasApprovedFundClaim,StudentCategoryTitle,SourceOfFinanceTitle,vStudent_Indicators_InYear.CareExperienced,vStudent_Indicators_InYear.DisabilityName,vStudent_Indicators_InYear.HasPLSP,vStudent_Indicators_InYear.IsCarer,vStudent_Indicators.Ethnicity,vStudent_Indicators_InYear.SIMD_Rank,vStudent_Indicators.Gender,vStudent_Indicators.MaritalStatus,vStudent_Indicators.Nationality,vStudent_Indicators.Religion,vStudent_Indicators.SexualOrientation,Average of AttendanceRate,Withdrawn
177322,2153556,ONWAW-HP121B-2021,ONWAW,N,N,2,0,1,0,PT,FE,Other vocational programme – other,Other,-7,24/03/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5266,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
177323,2153557,ONDHP-HP121F-2021,ONDHP,N,N,6,1,1,0,PT,FE,Other vocational programme – other,Dunfermline,-21,26/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5115,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
177324,2153558,ONDHP-HP121F-2021,ONDHP,N,N,6,1,1,0,PT,FE,Other vocational programme – other,Dunfermline,-21,26/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,997,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
177325,2153559,ONDHP-HP121F-2021,ONDHP,N,N,6,1,1,0,PT,FE,Other vocational programme – other,Dunfermline,-21,26/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,305,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
177325,2153559,ONWAW-HP121F-2021,ONWAW,N,N,2,0,1,0,PT,FE,Other vocational programme – other,Other,-2,29/03/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,305,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
177326,2153560,ONDHP-HP121F-2021,ONDHP,N,N,6,1,1,0,PT,FE,Other vocational programme – other,Dunfermline,-21,26/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,British,4991,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
177327,2153561,ONDHP-HP121F-2021,ONDHP,N,N,6,1,1,0,PT,FE,Other vocational programme – other,Dunfermline,-21,26/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,2852,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
177327,2153561,ONWAW-HP121G-2021,ONWAW,N,N,2,0,1,0,PT,FE,Other vocational programme – other,Other,-8,31/03/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,2852,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
177328,2153605,HCASNS-BF121A-2021,HCASNS,Y,N,680,36,1,0,FT,HE,Other vocational programme – other,Kirkcaldy,-31,30/08/2021 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,Multiple,No,No,Scottish,4221,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0.9192558823529412,0
177329,2153606,NQSPF4-SF121A-2021,NQSPF4,N,N,720,36,1,18,FT,FE,Other vocational programme – other,Glenrothes,-59,30/08/2021 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,Yes,Multiple,No,No,Scottish,280,Male,Prefer not to say,England,None,Prefer not to say,0.68096,1
177334,2153610,ONILM-HE121B-2021,ONILM,N,N,140,13,1,0,PT,HE,Other vocational programme – other,Dunfermline,20,17/11/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,4239,Female,Married,Scotland,Christian: Roman Catholic,Heterosexual/straight,0.8181818181818182,0
177335,2153611,ONSTU3-LS121A-2021,ONSTU3,N,N,304,18,1,0,PT,FE,Other vocational programme – for students with learning difficulties,Levenmouth,-23,30/08/2021 00:00,N,Full-time college based not included above,Fee waiver – student on a DPG 18 / PG 5 programme,No,No known disability,Yes,No,Scottish,726,Male,Prefer not to say,Scotland,None,Heterosexual/straight,0.9866666666666667,0
177336,2153612,NPCSY4-HP121A-2021,NPCSY4,N,Y,120,12,1,6,PT,FE,Vocational programme – supported by Government training scheme (e.g. Employability Fund (SDS)) – other,Dunfermline,14,25/10/2021 00:00,N,Not registered unemployed but not working,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,Mental Health Condition,No,No,Scottish,171,Female,Other,Scotland,None,Heterosexual/straight,0.5,1
177346,2153667,ONELV-SP12AA-2021,ONELV,N,N,13,0,1,0,PT,FE,Other vocational programme – other,Glenrothes,39,26/10/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,4828,Male,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,1,0
177350,2153674,MAELE5-HF121A-2021,MAELE5,N,Y,760,36,1,0,FT,FE,Other vocational programme – other,Rosyth,-4,13/09/2021 00:00,N,Full-time college based not included above,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,4338,Male,Other,Scotland,Christian: Protestant,Heterosexual/straight,0.9700117647058825,0
177351,2153675,ONMAL-HP121C-2021,ONMAL,N,N,12,6,1,0,PT,FE,Other vocational programme – other,Dunfermline,-25,23/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5589,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
177352,2153685,ONMAL-HP121C-2021,ONMAL,N,N,12,6,1,0,PT,FE,Other vocational programme – other,Dunfermline,-25,23/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,3423,Female,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,1,0
177353,2153686,ONMAL-HP121C-2021,ONMAL,N,N,12,6,1,0,PT,FE,Other vocational programme – other,Dunfermline,-25,23/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5730,Female,Prefer not to say,Scotland,Christian: Protestant,Heterosexual/straight,1,0
177354,2153687,ONMAL-HP121C-2021,ONMAL,N,N,12,6,1,0,PT,FE,Other vocational programme – other,Dunfermline,-25,23/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,3614,Male,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,1,0
177355,2153688,ONMAL-HP121C-2021,ONMAL,N,N,12,6,1,0,PT,FE,Other vocational programme – other,Dunfermline,-25,23/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,614,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
177356,2153689,ONMAL-HP121C-2021,ONMAL,N,N,12,6,1,0,PT,FE,Other vocational programme – other,Dunfermline,-25,23/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,1108,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
177357,2153690,ONMAL-HP121C-2021,ONMAL,N,N,12,6,1,0,PT,FE,Other vocational programme – other,Dunfermline,-25,23/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,6320,Male,Prefer not to say,Scotland,Christian: Roman Catholic,Heterosexual/straight,0.6666666666666666,0
177358,2153691,ONMAL-HP121C-2021,ONMAL,N,N,12,6,1,0,PT,FE,Other vocational programme – other,Dunfermline,-25,23/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,6551,Female,Prefer not to say,Scotland,None,Gay woman/lesbian,1,0
177359,2153692,ONMAL-HP121C-2021,ONMAL,N,N,12,6,1,0,PT,FE,Other vocational programme – other,Dunfermline,-25,23/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,1414,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
177360,2153693,ONMAL-HP121C-2021,ONMAL,N,N,12,6,1,0,PT,FE,Other vocational programme – other,Dunfermline,-25,23/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5248,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
177361,2153694,ONMAL-HP121C-2021,ONMAL,N,N,12,6,1,0,PT,FE,Other vocational programme – other,Dunfermline,-25,23/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,2747,Female,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0.75,0
177368,2153713,ONBSC4-BP121A-2021,ONBSC4,N,N,80,7,1,9,PT,FE,Vocational programme – supported by Government training scheme (e.g. Employability Fund (SDS)) – other,Kirkcaldy,-2,09/11/2021 00:00,N,Not registered unemployed but not working,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,2972,Female,Married,Scotland,None,Heterosexual/straight,0.22727272727272727,0
177369,2153714,ONNUM5-SO121A-2021,ONNUM5,N,Y,40,30,1,0,PT,FE,Vocational programme – supported by Government training scheme (e.g. Employability Fund (SDS)) – other,Glenrothes,-14,25/10/2021 00:00,N,Not registered unemployed but not working,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,861,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0.9615384615384616,0
177373,2153757,ONSTI-HO121A-2021,ONSTI,N,N,196,18,1,0,PT,FE,Other vocational programme – for students with learning difficulties,Other,-21,30/08/2021 00:00,N,Registered unemployed – receiving jobseekers allowance,Fee waiver – student on a DPG 18 / PG 5 programme,No,No known disability,Yes,No,British,3449,Female,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0.8627470588235294,0
177373,2153757,ONSTU3-HS121B-2021,ONSTU3,N,N,320,18,1,10,PT,FE,Other vocational programme – for students with learning difficulties,Dunfermline,7,09/02/2022 00:00,N,Full-time college based not included above,Fee waiver – student on a DPG 18 / PG 5 programme,No,No known disability,Yes,No,British,3449,Female,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0.7777722222222222,0
177374,2153759,ONHSM-HD121D-2021,ONHSM,N,N,80,11,1,0,PT,FE,Other vocational programme – other,Other,8,03/02/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,365,Male,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0.9166666666666666,0
177377,2153782,NPPCPS-BP121A-2021,NPPCPS,N,Y,0,14,1,0,PT,FE,Vocational programme – supported by Government training scheme (e.g. Employability Fund (SDS)) – other,Kirkcaldy,-22,25/10/2021 00:00,N,Not registered unemployed but not working,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,"Indian, Indian Scottish, or Indian British",5114,Female,Prefer not to say,Scotland,Sikh,Heterosexual/straight,0.762825,0
177380,2153839,MAPLU3-SB121B-2021,MAPLU3,N,N,480,36,3,0,PT,FE,Other vocational programme – other,Glenrothes,-22,30/08/2021 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,British,5170,Male,In a same-sex civil partnership,Scotland,None,Heterosexual/straight,0.9028181818181817,0
177382,2153846,ONSTI-HO221A-2021,ONSTI,N,N,196,18,1,10,PT,FE,Other vocational programme – for students with learning difficulties,Dunfermline,-22,30/08/2021 00:00,N,Not registered unemployed but not working,Fee waiver – student on a DPG 18 / PG 5 programme,No,No known disability,Yes,No,Scottish,2920,Female,Other,Scotland,Christian: Other,Prefer not to say,0.5333266666666667,0
177383,2153848,ONTTT-HP121G-2021,ONTTT,N,N,12,0,1,0,PT,FE,Other vocational programme – other,Other,22,13/10/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,4933,Male,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0,0
177384,2153849,ONSPRG4-BD121A-2021,ONSPRG4,N,N,170,28,1,5,PT,FE,Other vocational programme – for students with learning difficulties,Kirkcaldy,-22,30/08/2021 00:00,N,Not registered unemployed but not working,Fee waiver – student on a DPG 18 / PG 5 programme,No,Physical impairment of mobility issue,No,No,Scottish,1637,Female,Prefer not to say,Scotland,Christian: Protestant,Heterosexual/straight,0.6956521739130435,1
177385,2153850,NCWES-RE121B-2021,NCWES,N,Y,40,15,1,3,PT,FE,Other vocational programme – other,Rosyth,128,27/01/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,English,0,Male,Married,England,Christian: Protestant,Heterosexual/straight,0.6666666666666666,0
177387,2153854,ONSPRG4-LD121A-2021,ONSPRG4,N,N,170,28,1,5,PT,FE,Other vocational programme – for students with learning difficulties,Levenmouth,-22,30/08/2021 00:00,N,Not registered unemployed but not working,Fee waiver – student on a DPG 18 / PG 5 programme,No,Specific learning difficulty,Yes,No,British,328,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
177389,2153872,ONSPRG4-LD121A-2021,ONSPRG4,N,N,170,28,1,5,PT,FE,Other vocational programme – for students with learning difficulties,Levenmouth,-22,30/08/2021 00:00,N,Not registered unemployed but not working,Fee waiver – student on a DPG 18 / PG 5 programme,No,Specific learning difficulty,Yes,No,Scottish,148,Male,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,0.833336111,0
177390,2153881,ONPTS-HP121G-2021,ONPTS,N,N,12,0,1,0,PT,FE,Other vocational programme – other,Other,-5,10/03/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,English,0,Male,Prefer not to say,England,Christian: Other,Heterosexual/straight,1,0
177390,2153881,ONTTT-HP121G-2021,ONTTT,N,N,12,0,1,0,PT,FE,Other vocational programme – other,Other,22,13/10/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,English,0,Male,Prefer not to say,England,Christian: Other,Heterosexual/straight,1,0
177391,2153882,ONPTS-HP121G-2021,ONPTS,N,N,12,0,1,0,PT,FE,Other vocational programme – other,Other,-5,10/03/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,3242,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
177391,2153882,ONTTT-HP121G-2021,ONTTT,N,N,12,0,1,0,PT,FE,Other vocational programme – other,Other,22,13/10/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,3242,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
177392,2153883,ONTTT-HP121G-2021,ONTTT,N,N,12,0,1,0,PT,FE,Other vocational programme – other,Other,22,13/10/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,4918,Male,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,1,0
177393,2153884,ONPTS-HP121G-2021,ONPTS,N,N,12,0,1,0,PT,FE,Other vocational programme – other,Other,-5,10/03/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,Yes,Scottish,3908,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
177393,2153884,ONTTT-HP121G-2021,ONTTT,N,N,12,0,1,0,PT,FE,Other vocational programme – other,Other,22,13/10/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,Yes,Scottish,3908,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
177394,2153889,ONECS5-HO121A-2021,ONECS5,N,Y,184,36,2,2,PT,FE,Other vocational programme – other,Dunfermline,-12,10/09/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,4479,Male,Other,Scotland,Christian: Protestant,Heterosexual/straight,0.25,0
177397,2153901,ONSTI-LO121A-2021,ONSTI,N,N,196,18,1,0,PT,FE,Other vocational programme – for students with learning difficulties,Levenmouth,-35,30/08/2021 00:00,N,Winter leaver,Fee waiver – student on a DPG 18 / PG 5 programme,No,Multiple,Yes,No,Scottish,5627,Male,Other,Scotland,Christian: Other,Heterosexual/straight,1,0
177397,2153901,ONSTU3-LS121B-2021,ONSTU3,N,N,304,18,1,12,PT,FE,Other vocational programme – for students with learning difficulties,Levenmouth,-1,08/02/2022 00:00,N,Full-time college based not included above,Fee waiver – student on a DPG 18 / PG 5 programme,No,Multiple,Yes,No,Scottish,5627,Male,Other,Scotland,Christian: Other,Heterosexual/straight,0.7148222222222222,0
177398,2153902,ONECS5-HO121A-2021,ONECS5,N,Y,184,36,2,2,PT,FE,Other vocational programme – other,Dunfermline,-12,10/09/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,1917,Male,Married,Scotland,None,Heterosexual/straight,0.1346153846153846,0
177400,2153935,ONCIP-SD121F-2021,ONCIP,N,Y,42,4,1,0,PT,HE,Other vocational programme – other,Glenrothes,55,16/11/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,1970,Male,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,1,0
177412,2154044,ONNUM5-SO121A-2021,ONNUM5,N,Y,40,30,1,0,PT,FE,Vocational programme – supported by Government training scheme (e.g. Employability Fund (SDS)) – other,Glenrothes,3,25/10/2021 00:00,N,Not registered unemployed but not working,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",Yes,No known disability,No,No,Scottish,4,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
177413,2154045,NPPCPS-BP121A-2021,NPPCPS,N,Y,0,14,1,0,PT,FE,Vocational programme – supported by Government training scheme (e.g. Employability Fund (SDS)) – other,Kirkcaldy,12,25/10/2021 00:00,N,Not registered unemployed but not working,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,2798,Female,Other,Scotland,None,Heterosexual/straight,0.9743583333333333,0
177419,2154097,HCFAW-HO121A-2021,HCFAW,N,Y,160,40,4,0,PT,HE,Other vocational programme – other,Dunfermline,-60,30/08/2021 00:00,N,Permanent or temporary employment,Self-financing student,No,No known disability,No,No,Welsh,0,Male,Other,Wales / Cymru,None,Heterosexual/straight,1,1
177422,2154122,ONSPRG4-LD121A-2021,ONSPRG4,N,N,170,28,1,5,PT,FE,Other vocational programme – for students with learning difficulties,Levenmouth,-25,30/08/2021 00:00,N,Not registered unemployed but not working,Fee waiver – student on a DPG 18 / PG 5 programme,No,Multiple,Yes,No,Scottish,1036,Female,Other,Scotland,None,Heterosexual/straight,1,1
177423,2154133,ONSTU3-LS121B-2021,ONSTU3,N,N,304,18,1,12,PT,FE,Other vocational programme – for students with learning difficulties,Levenmouth,0,08/02/2022 00:00,N,Permanent or temporary employment,Fee waiver – student on a DPG 18 / PG 5 programme,No,No known disability,No,No,Scottish,1900,Female,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,0.8461538461538461,1
177426,2154153,ONAAD-HE121B-2021,ONAAD,N,N,120,37,1,0,PT,HE,Other vocational programme – other,Other,-113,25/08/2021 00:00,N,Permanent or temporary employment,Self-financing student,No,No known disability,No,No,"Arab, Arab Scottish or Arab British",4345,Male,Married,Jordan,Christian: Protestant,Heterosexual/straight,1,0
177437,2154186,ONPFP-HP121D-2021,ONPFP,N,N,28,1,1,0,PT,FE,Other vocational programme – other,Other,74,21/02/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,6826,Female,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,1,0
177439,2154188,VQGEI6-HB121A-2021,VQGEI6,N,N,560,30,3,16,FT,FE,Other vocational programme – other,Dunfermline,-7,20/09/2021 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,6608,Male,Other,Scotland,None,Heterosexual/straight,0.9497166666666667,0
177440,2154189,VQGEI6-HB121A-2021,VQGEI6,N,N,560,30,3,16,FT,FE,Other vocational programme – other,Dunfermline,-7,20/09/2021 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,Yes,No,Scottish,5136,Male,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,0.9791666666666666,0
177441,2154190,VQGEI6-HB121A-2021,VQGEI6,N,N,560,30,3,16,FT,FE,Other vocational programme – other,Dunfermline,-7,20/09/2021 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,Yes,No,Scottish,6743,Male,Other,Scotland,None,Heterosexual/straight,1,0
177442,2154192,NCWES-SE121B-2021,NCWES,N,Y,40,15,1,3,PT,FE,Other vocational programme – other,Glenrothes,120,26/01/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,British,5138,Male,Married,Scotland,None,Heterosexual/straight,1,0
177445,2154210,NCENP5-SF121A-2021,NCENP5,N,Y,720,40,1,18,FT,FE,Other vocational programme – other,Glenrothes,-1,28/09/2021 00:00,Y,Full-time college based not included above,Fee waiver – full-time non-advanced,No,No known disability,No,No,Scottish,6189,Male,Other,Scotland,None,Heterosexual/straight,0.7853733333333334,1
177448,2154222,MACAJ2-SB121A-2021,MACAJ2,N,Y,720,28,4,0,FT,FE,Other vocational programme – other,Glenrothes,-1,27/09/2021 00:00,N,Full-time college based not included above,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,5161,Male,Other,Scotland,None,Heterosexual/straight,0.9481782608695652,0
177449,2154223,ONSPRG4-HD121A-2021,ONSPRG4,N,N,170,28,1,5,PT,FE,Other vocational programme – for students with learning difficulties,Dunfermline,-25,03/09/2021 00:00,N,Not registered unemployed but not working,Fee waiver – student on a DPG 18 / PG 5 programme,No,Mental Health Condition,No,No,Scottish,1627,Female,Prefer not to say,Scotland,None,Heterosexual/straight,0.5909090909090909,1
177450,2154242,VQPAD3-SB121A-2021,VQPAD3,N,Y,760,27,4,0,FT,FE,Other vocational programme – other,Glenrothes,-29,30/08/2021 00:00,N,Student on YT/Skillseekers/New Deal/Modern Apprenticeship,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,6497,Male,Other,Scotland,None,Heterosexual/straight,0.7927444444444444,0
177463,2154275,ONWSW-HP121C-2021,ONWSW,N,N,6,1,1,0,PT,FE,Other vocational programme – other,Other,-14,14/09/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,4416,Male,Prefer not to say,Scotland,Prefer not to say,Heterosexual/straight,1,0
177464,2154286,ONWSW-HP121C-2021,ONWSW,N,N,6,1,1,0,PT,FE,Other vocational programme – other,Other,-14,14/09/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,931,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
177465,2154287,ONEWR18-SD121C-2021,ONEWR18,N,N,22,1,1,0,PT,FE,Other vocational programme – other,Glenrothes,35,02/11/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,2213,Male,Other,Scotland,None,Heterosexual/straight,1,0
177467,2154292,ONNUM5-SO121A-2021,ONNUM5,N,Y,40,30,1,0,PT,FE,Vocational programme – supported by Government training scheme (e.g. Employability Fund (SDS)) – other,Glenrothes,11,25/10/2021 00:00,N,Not registered unemployed but not working,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,5822,Female,Married,Scotland,None,Heterosexual/straight,1,0
177470,2154295,NPPCPS-BP121A-2021,NPPCPS,N,Y,0,14,1,0,PT,FE,Vocational programme – supported by Government training scheme (e.g. Employability Fund (SDS)) – other,Kirkcaldy,11,25/10/2021 00:00,N,Not registered unemployed but not working,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,English,6593,Female,Married,England,Christian: Roman Catholic,Heterosexual/straight,0,0
177475,2154306,OESDS-HP121C-2021,OESDS,N,Y,80,11,1,0,PT,FE,Other vocational programme – other,Dunfermline,133,09/02/2022 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,4184,Male,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,1,0
177476,2154307,FEBCUA-FI121A-2021,FEBCUA,N,N,40,52,1,0,PT,FE,Other vocational programme – other,Other,-30,30/08/2021 00:00,N,Permanent or temporary employment,Self-financing student,No,No known disability,No,No,Any other background,991,Male,Other,Brazil,None,Gay man,0.8635483870967742,0
177489,2154324,MAMAEP2-SF121A-2021,MAMAEP2,N,Y,760,36,2,0,FT,FE,Other vocational programme – other,Glenrothes,-30,30/08/2021 00:00,N,Full-time college based not included above,"Government Training Credit e.g. Skillseeker, Modern Apprenticeship",No,No known disability,No,No,Scottish,2745,Male,Other,Scotland,None,Heterosexual/straight,0.7426777777777778,1
177498,2154354,ONCIP-SD121F-2021,ONCIP,N,Y,42,4,1,0,PT,HE,Other vocational programme – other,Glenrothes,48,16/11/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,3730,Male,Prefer not to say,Scotland,Prefer not to say,Prefer not to say,1,0
177501,2154358,HC3DI-SF121A-2021,HC3DI,N,N,600,36,1,0,FT,HE,Other vocational programme – other,Glenrothes,-30,30/08/2021 00:00,N,Full-time college based not included above,Student Awards Agency for Scotland (SAAS),No,No known disability,No,No,Scottish,3978,Male,Other,Scotland,None,Heterosexual/straight,0.887396875,0
177503,2154363,ONMHD-HP121C-2021,ONMHD,N,N,3,1,1,0,PT,FE,Other vocational programme – other,Dunfermline,-42,18/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,3435,Male,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
177504,2154365,ONMHD-HP121D-2021,ONMHD,N,N,3,1,1,0,PT,FE,Other vocational programme – other,Dunfermline,-42,18/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,2596,Male,Prefer not to say,Scotland,Christian: Other,Heterosexual/straight,1,0
177504,2154365,ONSHP-HP121B-2021,ONSHP,N,N,3,0,1,0,PT,FE,Other vocational programme – other,Other,-79,25/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,2596,Male,Prefer not to say,Scotland,Christian: Other,Heterosexual/straight,1,0
177504,2154365,ONWHS-HP121C-2021,ONWHS,N,N,6,1,1,0,PT,FE,Other vocational programme – other,Dunfermline,-42,19/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,2596,Male,Prefer not to say,Scotland,Christian: Other,Heterosexual/straight,1,0
177505,2154366,ONMAL-HP121E-2021,ONMAL,N,N,12,13,1,0,PT,FE,Other vocational programme – other,Dunfermline,-3,27/09/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,Scottish,5343,Female,Prefer not to say,Scotland,None,Heterosexual/straight,1,0
177506,2154367,ONMAL-HP121E-2021,ONMAL,N,N,12,13,1,0,PT,FE,Other vocational programme – other,Dunfermline,-38,23/08/2021 00:00,N,Permanent or temporary employment,UK industry and commerce,No,No known disability,No,No,English,4594,Male,Prefer not to say,England,Christian: Protestant,Heterosexual/straight,1,0
