EnrolmentID,StudentID,AllCourseID,AcademicYear,Age,ClassSize,Age_CourseStart,Sum of HasChildcareFund,Sum of HasHardshipFund,HE,FE,FT,GenderCode,EthnicityCode,DisabilityCode,Count of CourseCodeID,Sum of Confirmed,Sum of HoursPerWeek,Sum of LengthOfCourse,MaritalStatusCode,MoACode,Sum of NumberOfWeeks,Sum of PlannedLearningHours,OutcomeTitle,PT,ReligionCode,ScqfLevelCode,Semester2Start,SexualOrientationCode,Sum of SIMD_Rank
1601266,140306,BD1A,2023,16,12,16,0,0,N,Y,N,F,11,01,1,1,5,1,3,07,40,180,,Y,01,04,N,1,2452
1592061,102032,BD1A,2023,18,12,18,0,0,N,Y,N,F,31,99,1,1,5,1,3,07,40,180,,Y,01,04,N,1,866
1600681,88210,BD1A,2023,19,10,18,0,0,N,Y,N,F,10,01,1,1,0,2,3,07,34,280,,Y,01,06,N,1,4709
1592792,87850,BD1A,2023,19,10,19,0,0,N,Y,N,F,10,01,1,1,0,2,3,07,34,280,,Y,01,06,N,1,2996
1600666,96308,BD1A,2023,19,10,19,0,0,N,Y,N,F,10,01,1,1,0,2,4,07,34,280,,Y,01,06,N,1,3411
1600710,93453,BD1A,2023,19,10,19,0,0,N,Y,N,F,31,01,1,1,0,2,4,07,34,280,,Y,01,06,N,1,2690
1606572,121072,BD1A,2023,21,15,21,0,0,N,Y,N,F,10,01,1,1,5,1,3,07,40,200,,Y,01,06,N,1,5899
1596818,200193,BD1A,2023,23,15,23,0,0,N,Y,N,M,10,01,1,1,3,2,3,07,31,120,,Y,01,05,N,1,3449
1603583,56928,BD1A,2023,24,15,24,0,0,N,Y,N,F,10,01,1,1,3,2,3,07,31,120,,Y,01,05,N,1,2278
1606590,34408,BD1A,2023,24,15,24,0,0,N,Y,N,F,10,99,1,1,5,1,3,07,40,200,,Y,01,06,N,1,2798
1603045,65614,BD1A,2023,25,15,24,0,0,N,Y,N,F,10,01,1,1,3,2,4,07,31,120,,Y,01,05,N,1,1877
1603046,190246,BD1A,2023,25,15,25,0,0,N,Y,N,F,10,01,1,1,3,2,3,07,31,120,,Y,01,05,N,1,4299
1587330,198698,BD1A,2023,26,12,26,0,0,N,Y,N,F,31,99,1,1,5,1,3,07,40,180,,Y,01,04,N,1,400
1606563,11098,BD1A,2023,26,15,25,0,0,N,Y,N,F,33,01,1,1,5,1,3,07,40,200,,Y,01,06,N,1,3102
1586274,55281,BD1A,2023,27,12,27,0,0,N,Y,N,M,10,99,1,1,5,1,3,07,40,180,,Y,01,04,N,1,3177
1596510,200189,BD1A,2023,27,15,27,0,0,N,Y,N,F,10,01,1,1,3,2,3,07,31,120,,Y,01,05,N,1,1676
1605475,10092,BD1A,2023,28,15,28,0,0,N,Y,N,F,10,01,1,1,3,2,3,07,31,120,,Y,01,05,N,1,2569
1606612,142897,BD1A,2023,28,15,28,0,0,N,Y,N,F,10,01,1,1,5,1,1,07,40,200,,Y,01,06,N,1,2781
1596756,200192,BD1A,2023,29,15,29,0,0,N,Y,N,F,10,01,1,1,5,1,3,07,40,200,,Y,01,06,N,1,1062
1602311,200644,BD1A,2023,29,15,29,0,0,N,Y,N,F,10,01,1,1,3,2,4,07,31,120,,Y,03,05,N,1,2405
1596851,200195,BD1A,2023,30,15,29,0,0,N,Y,N,F,10,99,1,1,3,2,3,07,31,120,,Y,01,05,N,1,1798
1596773,5457,BD1A,2023,30,15,30,0,0,N,Y,N,F,10,01,1,1,5,1,3,07,40,200,,Y,01,06,N,1,372
1604585,200748,BD1A,2023,32,15,31,0,0,N,Y,N,F,10,01,1,1,3,2,1,07,31,120,,Y,01,05,N,1,3224
1597781,200232,BD1A,2023,32,15,32,0,0,N,Y,N,F,10,01,1,1,3,2,3,07,31,120,,Y,01,05,N,1,4889
1600903,195040,BD1A,2023,33,12,33,0,0,N,Y,N,F,10,03,1,1,5,1,3,07,40,180,,Y,01,04,N,1,2257
1603638,194700,BD1A,2023,33,15,33,0,0,N,Y,N,F,10,01,1,1,3,2,3,07,31,120,,Y,01,05,N,1,3115
1603644,200728,BD1A,2023,34,15,34,0,0,N,Y,N,F,10,01,1,1,3,2,3,07,31,120,,Y,01,05,N,1,2426
1606552,194971,BD1A,2023,35,15,34,0,0,N,Y,N,F,10,01,1,1,5,1,3,07,40,200,,Y,01,06,N,1,1772
1596915,200197,BD1A,2023,35,15,35,0,0,N,Y,N,F,22,01,1,1,3,2,3,07,31,120,,Y,04,05,N,1,3798
1606588,189501,BD1A,2023,35,15,35,0,0,N,Y,N,M,10,01,1,1,5,1,3,07,40,200,,Y,01,06,N,1,2031
1597808,200234,BD1A,2023,36,15,36,0,0,N,Y,N,F,10,01,1,1,3,2,3,07,31,120,,Y,01,05,N,1,2508
1597852,200240,BD1A,2023,36,15,36,0,0,N,Y,N,M,10,09,1,1,3,2,1,07,31,120,,Y,02,05,N,1,3596
1602273,200634,BD1A,2023,36,15,36,0,0,N,Y,N,M,10,10,1,1,3,2,4,07,31,120,,Y,04,05,N,1,2456
1603602,106615,BD1A,2023,36,15,36,0,0,N,Y,N,F,10,02,1,1,3,2,3,07,31,120,,Y,04,05,N,1,751
1597026,35504,BD1A,2023,37,15,37,0,0,N,Y,N,F,10,01,1,1,3,2,3,07,31,120,,Y,01,05,N,1,3224
1600335,161866,BD1A,2023,38,15,38,0,0,N,Y,N,M,11,01,1,1,5,1,1,07,40,200,,Y,01,06,N,1,3737
1603683,200729,BD1A,2023,39,15,39,0,0,N,Y,N,F,10,01,1,1,3,2,3,07,31,120,,Y,01,05,N,1,1850
1606623,188489,BD1A,2023,39,15,39,0,0,N,Y,N,F,10,01,1,1,5,1,3,07,40,200,,Y,01,06,N,1,2041
1600919,56926,BD1A,2023,40,12,39,0,0,N,Y,N,F,10,09,1,1,5,1,3,07,40,180,,Y,02,04,N,1,1106
1603619,200725,BD1A,2023,40,15,40,0,0,N,Y,N,F,10,01,1,1,3,2,3,07,31,120,,Y,01,05,N,1,1798
1606634,189555,BD1A,2023,42,15,41,0,0,N,Y,N,F,10,02,1,1,5,1,3,07,40,200,,Y,01,06,N,1,4934
1600357,142586,BD1A,2023,42,15,42,0,0,N,Y,N,F,10,01,1,1,5,1,3,07,40,200,,Y,01,06,N,1,2497
1596973,200199,BD1A,2023,45,15,44,0,0,N,Y,N,M,10,01,1,1,3,2,3,07,31,120,,Y,01,05,N,1,3102
1603600,200724,BD1A,2023,45,15,45,0,0,N,Y,N,F,10,01,1,1,3,2,3,07,31,120,,Y,01,05,N,1,1445
1604066,123018,BD1A,2023,46,12,46,0,0,N,Y,N,F,10,03,1,1,5,1,3,07,40,180,,Y,01,04,N,4,1514
1606601,51900,BD1A,2023,47,15,46,0,0,N,Y,N,F,10,01,1,1,5,1,3,07,40,200,,Y,01,06,N,1,1676
1597080,173357,BD1A,2023,47,15,47,0,0,N,Y,N,F,10,01,1,1,3,2,1,07,31,120,,Y,01,05,N,1,2569
1582671,187046,BD1A,2023,49,12,49,0,0,N,Y,N,M,10,01,1,1,5,1,3,07,40,180,,Y,01,04,N,1,3526
1602165,200608,BD1A,2023,49,15,48,0,0,N,Y,N,F,11,01,1,1,3,2,4,07,31,120,,Y,01,05,N,1,3504
1596820,188494,BD1A,2023,50,15,50,0,0,N,Y,N,F,10,01,1,1,3,2,3,07,31,120,,Y,01,05,N,1,5127
1602145,200607,BD1A,2023,50,15,50,0,0,N,Y,N,F,10,01,1,1,3,2,4,07,31,120,,Y,03,05,N,1,3743
1603636,200726,BD1A,2023,50,15,50,0,0,N,Y,N,F,10,01,1,1,3,2,3,07,31,120,,Y,02,05,N,1,6300
1600874,200505,BD1A,2023,51,15,51,0,0,N,Y,N,F,10,01,1,1,3,2,3,07,31,120,,Y,01,05,N,1,2444
1597062,122356,BD1A,2023,52,15,52,0,0,N,Y,N,F,10,01,1,1,3,2,1,07,31,120,,Y,01,05,N,1,5456
1597094,200202,BD1A,2023,52,15,52,0,0,N,Y,N,M,10,01,1,1,3,2,3,07,31,120,,Y,01,05,N,1,2858
1602252,200629,BD1A,2023,52,15,52,0,0,N,Y,N,F,10,01,1,1,3,2,4,07,31,120,,Y,04,05,N,1,2424
1596865,200196,BD1A,2023,53,15,53,0,0,N,Y,N,F,10,01,1,1,3,2,1,07,31,120,,Y,01,05,N,1,653
1596454,200188,BD1A,2023,55,15,54,0,0,N,Y,N,F,10,01,1,1,3,2,3,07,31,120,,Y,01,05,N,1,2920
1596800,38226,BD1A,2023,55,15,55,0,0,N,Y,N,F,10,01,1,1,3,2,3,07,31,120,,Y,01,05,N,1,4709
1597827,200237,BD1A,2023,55,15,55,0,0,N,Y,N,F,10,01,1,1,3,2,1,07,31,120,,Y,01,05,N,1,6210
1603040,95736,BD1A,2023,55,15,55,0,0,N,Y,N,F,31,01,1,1,3,2,4,07,31,120,,Y,01,05,N,1,6847
1597071,200201,BD1A,2023,56,15,55,0,0,N,Y,N,F,11,01,1,1,3,2,3,07,31,120,,Y,02,05,N,1,3885
1596822,200194,BD1A,2023,57,15,56,0,0,N,Y,N,F,10,01,1,1,3,2,3,07,31,120,,Y,01,05,N,1,3177
1600944,35811,BD1A,2023,59,12,58,0,0,N,Y,N,F,10,01,1,1,5,1,4,07,40,180,,Y,01,04,N,1,879
1600968,36182,BD1A,2023,61,12,61,0,0,N,Y,N,F,10,01,1,1,5,1,3,07,40,180,,Y,01,04,N,1,646
1606560,193787,BD1A,2023,63,15,62,0,0,N,Y,N,F,10,01,1,1,5,1,3,07,40,200,,Y,01,06,N,1,6183
1586806,185173,BE1A,2023,16,18,16,0,0,N,Y,N,F,11,01,1,1,8,1,3,09,22,160,,Y,01,05,N,6,1521
1583171,120089,BE1A,2023,17,12,17,0,0,Y,N,N,F,10,01,1,1,0,1,4,09,34,80,,Y,01,07,N,1,777
1581040,190210,BE1A,2023,18,12,17,0,0,Y,N,N,I,10,01,1,1,0,1,3,09,34,80,,Y,01,07,N,1,6189
1574938,162481,BE1A,2023,18,18,17,0,0,N,Y,N,F,10,99,1,1,8,1,3,09,22,160,,Y,01,05,N,4,3453
1576531,81314,BE1A,2023,18,21,17,0,0,N,Y,N,I,10,01,1,1,0,1,4,09,33,120,,Y,11,06,N,5,3569
1581043,97167,BE1A,2023,18,21,18,0,0,N,Y,N,F,31,01,1,1,0,1,4,09,33,120,,Y,11,06,N,4,2438
1578177,199132,BE1A,2023,19,10,18,0,0,Y,N,N,F,10,01,1,1,0,2,3,09,34,240,,Y,01,07,N,1,5547
1577244,97422,BE1A,2023,22,10,21,0,0,Y,N,N,M,31,01,1,1,6,2,3,09,40,240,,Y,01,07,N,1,3095
1586223,80437,BE1A,2023,23,21,22,0,0,N,Y,N,F,10,01,1,1,0,1,4,09,33,120,,Y,01,06,N,4,1676
1574411,94011,BE1A,2023,23,21,23,0,0,N,Y,N,F,10,01,1,1,0,1,4,09,33,120,,Y,01,06,N,1,3023
1585638,190226,BE1A,2023,24,10,23,0,0,Y,N,N,M,10,01,1,1,6,2,3,09,40,240,,Y,01,07,N,1,148
1578522,198978,BE1A,2023,24,10,24,0,0,Y,N,N,M,10,01,1,1,0,2,,09,34,240,,Y,01,07,N,1,3477
1575470,190620,BE1A,2023,24,12,23,0,0,Y,N,N,M,10,01,1,1,0,1,3,09,34,80,,Y,01,07,N,1,6743
1574758,91767,BE1A,2023,24,21,24,0,0,N,Y,N,F,31,99,1,1,0,1,3,09,33,120,,Y,01,06,N,4,1146
1575723,198903,BE1A,2023,25,10,25,0,0,Y,N,N,I,31,01,1,1,0,2,3,09,34,240,,Y,01,07,N,1,6364
1575201,66867,BE1A,2023,25,12,24,0,0,Y,N,N,M,10,01,1,1,0,1,4,09,34,80,,Y,10,07,N,1,2484
1574699,25563,BE1A,2023,25,12,25,0,0,Y,N,N,M,10,01,1,1,0,1,4,09,34,80,,Y,11,07,N,2,3893
1579476,80519,BE1A,2023,25,12,25,0,0,Y,N,N,M,10,01,1,1,0,1,4,09,34,80,,Y,01,07,N,1,2099
1579517,11871,BE1A,2023,25,18,25,0,0,N,Y,N,F,10,01,1,1,8,1,4,09,22,160,,Y,01,05,N,4,2337
1575177,190618,BE1A,2023,26,18,25,0,0,N,Y,N,I,10,01,1,1,8,1,3,09,22,160,,Y,01,05,N,1,3274
1574623,41226,BE1A,2023,27,18,27,0,0,N,Y,N,F,10,04,1,1,8,1,4,09,22,160,,Y,03,05,N,1,3946
1574915,195202,BE1A,2023,28,10,27,0,0,Y,N,N,F,10,01,1,1,0,2,3,09,34,240,,Y,01,07,N,1,694
1574857,188687,BE1A,2023,28,21,27,0,0,N,Y,N,F,10,01,1,1,0,1,3,09,33,120,,Y,01,06,N,1,1011
1598303,61086,BE1A,2023,28,21,28,0,0,N,Y,N,M,10,01,1,1,0,1,4,09,33,120,,Y,01,06,N,2,797
1580138,104060,BE1A,2023,29,12,29,0,0,Y,N,N,I,10,01,1,1,0,1,4,09,34,80,,Y,01,07,N,2,907
1592075,83987,BE1A,2023,29,21,29,0,0,N,Y,N,F,10,01,1,1,0,1,4,09,33,120,,Y,01,06,N,1,6260
1596551,174348,BE1A,2023,29,21,29,0,0,N,Y,N,F,10,01,1,1,0,1,3,09,33,120,,Y,01,06,N,1,492
1575136,196398,BE1A,2023,30,10,30,0,0,Y,N,N,F,10,01,1,1,0,2,3,09,34,240,,Y,01,07,N,1,1223
1582608,17033,BE1A,2023,30,21,29,0,0,N,Y,N,M,10,02,1,1,0,1,4,09,33,120,,Y,01,06,N,1,2041
1575220,1024,BE1A,2023,30,21,30,0,0,N,Y,N,F,10,01,1,1,0,1,4,09,33,120,,Y,01,06,N,1,847
1597108,193218,BE1A,2023,30,21,30,0,0,N,Y,N,F,31,99,1,1,0,1,3,09,33,120,,Y,01,06,N,5,797
1583818,156116,BE1A,2023,30,24,29,0,0,Y,N,N,M,10,01,1,1,9,2,3,09,34,360,,Y,01,08,N,1,3204
1587496,41693,BE1A,2023,30,25,30,0,0,Y,N,N,M,10,01,1,1,0,2,4,09,34,240,,Y,01,07,N,1,1704
1583404,167319,BE1A,2023,31,25,31,0,0,Y,N,N,F,10,01,1,1,0,2,3,09,34,240,,Y,01,07,N,1,3477
1575478,10180,BE1A,2023,33,21,33,0,0,N,Y,N,M,10,01,1,1,0,1,3,09,33,120,,Y,01,06,N,2,1790
1579039,193320,BE1A,2023,33,25,32,0,0,Y,N,N,I,10,01,1,1,0,2,3,09,34,240,,Y,01,07,N,6,6623
1578302,162295,BE1A,2023,33,25,33,0,0,Y,N,N,F,10,01,1,1,0,2,3,09,34,240,,Y,01,07,N,1,5346
1583935,183024,BE1A,2023,33,25,33,0,0,Y,N,N,F,10,01,1,1,0,2,3,09,34,240,,Y,01,07,N,1,2622
1583170,193460,BE1A,2023,35,12,35,0,0,Y,N,N,I,10,01,1,1,0,1,3,09,34,80,,Y,01,07,N,1,1106
1574391,162905,BE1A,2023,35,18,35,0,1,N,Y,N,F,14,09,1,1,8,1,3,09,22,160,,Y,04,05,N,1,1001
1574752,17583,BE1A,2023,35,21,34,0,0,N,Y,N,F,10,09,1,1,0,1,4,09,33,120,,Y,01,06,N,1,1828
1576549,191886,BE1A,2023,35,25,34,0,0,Y,N,N,I,10,09,1,1,0,2,,09,34,240,,Y,01,07,N,1,3822
1586832,198732,BE1A,2023,36,10,35,0,0,Y,N,N,F,33,01,1,1,0,2,3,09,34,240,,Y,03,07,N,1,2177
1574660,194278,BE1A,2023,36,10,36,0,0,Y,N,N,F,10,01,1,1,0,2,3,09,34,240,,Y,01,07,N,1,5630
1575050,188672,BE1A,2023,36,10,36,0,0,Y,N,N,F,10,01,1,1,0,2,3,09,34,240,,Y,01,07,N,1,1913
1586196,174084,BE1A,2023,36,25,35,0,0,Y,N,N,F,10,01,1,1,0,2,4,09,34,240,,Y,11,07,N,1,6295
1576680,175931,BE1A,2023,37,10,37,0,0,Y,N,N,M,10,01,1,1,6,2,3,09,40,240,,Y,01,07,N,1,3666
1578912,112473,BE1A,2023,37,18,37,0,0,N,Y,N,F,10,01,1,1,8,1,4,09,22,160,,Y,01,05,N,1,4144
1583558,179698,BE1A,2023,37,25,36,0,0,Y,N,N,F,10,01,1,1,0,2,3,09,34,240,,Y,01,07,N,1,4695
1581719,182714,BE1A,2023,38,25,38,0,0,Y,N,N,F,10,01,1,1,0,2,3,09,34,240,,Y,01,07,N,1,2543
1583806,160033,BE1A,2023,39,24,39,0,0,Y,N,N,F,10,01,1,1,9,2,3,09,34,360,,Y,01,08,N,1,1664
1586183,173116,BE1A,2023,39,24,39,0,0,Y,N,N,F,10,01,1,1,9,2,1,09,34,360,,Y,01,08,N,3,2902
1584596,194344,BE1A,2023,39,25,38,0,0,Y,N,N,F,10,01,1,1,0,2,,09,34,240,,Y,01,07,N,6,751
1579107,66594,BE1A,2023,39,25,39,0,0,Y,N,N,F,31,01,1,1,0,2,4,09,34,240,,Y,01,07,N,1,3095
1574765,84115,BE1A,2023,40,18,40,0,0,N,Y,N,F,10,01,1,1,8,1,4,09,22,160,,Y,03,05,N,4,400
1588995,21120,BE1A,2023,40,25,40,0,0,Y,N,N,F,10,01,1,1,0,2,1,09,34,240,,Y,01,07,N,1,2663
1588554,158890,BE1A,2023,41,10,41,0,0,Y,N,N,F,33,01,1,1,0,2,1,09,34,240,,Y,03,07,N,1,2735
1600179,200135,BE1A,2023,41,10,41,0,0,Y,N,N,M,14,01,1,1,6,2,3,09,40,240,,Y,01,07,N,1,1828
1579705,12917,BE1A,2023,41,18,40,0,0,N,Y,N,F,33,01,1,1,8,1,4,09,22,160,,Y,11,05,N,6,907
1576535,21842,BE1A,2023,41,21,41,0,0,N,Y,N,F,10,01,1,1,0,1,4,09,33,120,,Y,01,06,N,1,2044
1584088,16730,BE1A,2023,41,24,41,0,0,Y,N,N,F,10,01,1,1,9,2,1,09,34,360,,Y,04,08,N,1,3569
1581745,185316,BE1A,2023,41,25,41,0,0,Y,N,N,F,10,01,1,1,0,2,3,09,34,240,,Y,02,07,N,1,3492
1588736,199552,BE1A,2023,42,12,42,0,0,Y,N,N,F,98,01,1,1,0,1,3,09,34,80,,Y,11,07,N,6,3449
1584426,131778,BE1A,2023,42,25,41,0,0,Y,N,N,M,31,01,1,1,0,2,4,09,34,240,,Y,02,07,N,1,5202
1589014,15354,BE1A,2023,43,25,42,0,0,Y,N,N,F,10,01,1,1,0,2,4,09,34,240,,Y,01,07,N,1,1790
1588735,199401,BE1A,2023,44,12,43,0,0,Y,N,N,M,14,01,1,1,0,1,3,09,34,80,,Y,11,07,N,1,3449
1602104,62339,BE1A,2023,44,12,43,0,0,Y,N,N,M,10,01,1,1,0,1,4,09,34,80,,Y,01,07,N,1,3893
1588512,121921,BE1A,2023,44,21,43,0,0,N,Y,N,F,10,99,1,1,0,1,4,09,33,120,,Y,11,06,N,6,3411
1596372,172784,BE1A,2023,44,21,44,0,0,N,Y,N,F,10,01,1,1,0,1,4,09,33,120,,Y,01,06,N,6,5127
1584421,36093,BE1A,2023,44,24,44,0,0,Y,N,N,F,10,01,1,1,9,2,4,09,34,360,,Y,01,08,N,1,3411
1586815,198345,BE1A,2023,45,10,44,0,0,Y,N,N,I,10,01,1,1,0,2,3,09,34,240,,Y,01,07,N,1,2505
1600966,191158,BE1A,2023,45,24,44,0,0,Y,N,N,F,10,02,1,1,9,2,,09,34,360,,Y,01,08,N,1,4937
1583794,72955,BE1A,2023,45,24,45,0,0,Y,N,N,F,10,01,1,1,9,2,3,09,34,360,,Y,01,08,N,1,6047
1589012,57945,BE1A,2023,45,25,45,0,0,Y,N,N,F,10,01,1,1,0,2,4,09,34,240,,Y,11,07,N,1,1831
1597118,41068,BE1A,2023,46,10,46,0,0,Y,N,N,F,10,01,1,1,0,2,4,09,34,240,,Y,03,07,N,1,2055
1578512,153409,BE1A,2023,46,12,45,0,0,Y,N,N,M,14,01,1,1,0,1,3,09,34,80,,Y,04,07,N,1,3100
1587694,118357,BE1A,2023,46,18,46,0,0,N,Y,N,M,10,01,1,1,8,1,4,09,22,160,,Y,01,05,N,1,2100
1575744,122011,BE1A,2023,46,21,45,0,0,N,Y,N,M,10,99,1,1,0,1,4,09,33,120,,Y,01,06,N,1,78
1600180,194840,BE1A,2023,47,21,46,0,0,N,Y,N,F,10,01,1,1,0,1,3,09,33,120,,Y,01,06,N,1,1564
1576391,22874,BE1A,2023,47,21,47,0,0,N,Y,N,F,10,01,1,1,0,1,3,09,33,120,,Y,01,06,N,1,6830
1575133,156592,BE1A,2023,48,21,48,0,0,N,Y,N,F,10,01,1,1,0,1,1,09,33,120,,Y,01,06,N,1,3981
1584540,183092,BE1A,2023,48,25,47,0,0,Y,N,N,F,10,01,1,1,0,2,4,09,34,240,,Y,02,07,N,1,1146
1574943,137279,BE1A,2023,48,25,48,0,0,Y,N,N,M,31,01,1,1,0,2,3,09,34,240,,Y,11,07,N,1,4812
1581724,183168,BE1A,2023,48,25,48,0,0,Y,N,N,F,11,01,1,1,0,2,3,09,34,240,,Y,01,07,N,1,4479
1587142,95573,BE1A,2023,49,10,48,0,0,Y,N,N,F,10,01,1,1,0,2,4,09,34,240,,Y,10,07,N,1,1011
1577453,194693,BE1A,2023,50,18,50,0,0,N,Y,N,F,10,01,1,1,8,1,3,09,22,160,,Y,01,05,N,1,5306
1578499,37385,BE1A,2023,50,18,50,0,0,N,Y,N,F,10,01,1,1,8,1,4,09,22,160,,Y,11,05,N,1,6381
1576671,196433,BE1A,2023,50,21,49,0,0,N,Y,N,M,11,01,1,1,0,1,3,09,33,120,,Y,04,06,N,1,4991
1582056,143644,BE1A,2023,50,25,50,0,0,Y,N,N,F,10,01,1,1,0,2,1,09,34,240,,Y,02,07,N,1,4177
1582141,182574,BE1A,2023,50,25,50,0,0,Y,N,N,F,11,01,1,1,0,2,3,09,34,240,,Y,01,07,N,1,2674
1584639,184879,BE1A,2023,50,25,50,0,0,Y,N,N,F,31,01,1,1,0,2,3,09,34,240,,Y,01,07,N,1,3457
1575554,103324,BE1A,2023,51,18,51,0,0,N,Y,N,F,10,01,1,1,8,1,4,09,22,160,,Y,01,05,N,1,2815
1599092,185072,BE1A,2023,51,21,51,0,0,N,Y,N,F,10,01,1,1,0,1,3,09,33,120,,Y,02,06,N,1,3926
1575481,197676,BE1A,2023,52,10,52,0,0,Y,N,N,M,10,01,1,1,6,2,3,09,40,240,,Y,01,07,N,1,5003
1574404,67011,BE1A,2023,52,12,51,0,0,Y,N,N,F,31,01,1,1,0,1,3,09,34,80,,Y,01,07,N,6,624
1588996,192049,BE1A,2023,52,25,51,0,0,Y,N,N,M,10,01,1,1,0,2,3,09,34,240,,Y,04,07,N,1,1362
1576796,197864,BE1A,2023,53,12,53,0,0,Y,N,N,M,10,01,1,1,0,1,3,09,34,80,,Y,01,07,N,1,5800
1583208,159062,BE1A,2023,53,24,52,0,0,Y,N,N,F,10,01,1,1,9,2,1,09,34,360,,Y,02,08,N,1,4285
1583430,161711,BE1A,2023,54,24,53,0,0,Y,N,N,F,10,01,1,1,9,2,3,09,34,360,,Y,03,08,N,1,328
1576972,19923,BE1A,2023,54,25,54,0,0,Y,N,N,F,10,01,1,1,0,2,4,09,34,240,,Y,01,07,N,1,69
1584422,33554,BE1A,2023,54,25,54,0,0,Y,N,N,F,10,01,1,1,0,2,3,09,34,240,,Y,02,07,N,1,2032
1574722,25150,BE1A,2023,55,18,54,0,0,N,Y,N,F,10,01,1,1,8,1,4,09,22,160,,Y,03,05,N,1,5605
1577012,194984,BE1A,2023,55,21,55,0,0,N,Y,N,F,30,01,1,1,0,1,3,09,33,120,,Y,01,06,N,1,5157
1605302,170666,BE1A,2023,56,18,55,0,0,N,Y,N,M,11,04,1,1,8,1,3,09,22,160,,Y,03,05,N,1,2165
1575486,197449,BE1A,2023,56,18,56,0,0,N,Y,N,F,10,10,1,1,8,1,3,09,22,160,,Y,01,05,N,1,4868
1586302,26806,BE1A,2023,56,24,55,0,0,Y,N,N,F,10,01,1,1,9,2,4,09,34,360,,Y,01,08,N,1,866
1583951,129814,BE1A,2023,56,24,56,0,0,Y,N,N,F,10,01,1,1,9,2,3,09,34,360,,Y,01,08,N,1,2918
1577867,192516,BE1A,2023,57,10,56,0,0,Y,N,N,F,10,01,1,1,6,2,3,09,40,240,,Y,02,07,N,1,5186
1578275,160042,BE1A,2023,57,24,56,0,0,Y,N,N,F,10,01,1,1,9,2,4,09,34,360,,Y,11,08,N,6,5800
1589134,192051,BE1A,2023,57,25,56,0,0,Y,N,N,F,10,01,1,1,0,2,3,09,34,240,,Y,01,07,N,1,6188
1582679,193323,BE1A,2023,58,25,58,0,0,Y,N,N,M,31,01,1,1,0,2,3,09,34,240,,Y,01,07,N,1,3433
1583672,199442,BE1A,2023,60,10,59,0,0,Y,N,N,M,10,01,1,1,6,2,3,09,40,240,,Y,01,07,N,1,1947
1577863,193575,BE1A,2023,60,24,60,0,0,Y,N,N,M,10,01,1,1,9,2,3,09,34,360,,Y,01,08,N,1,456
1591194,196399,BE1A,2023,62,21,62,0,0,N,Y,N,F,10,01,1,1,0,1,3,09,33,120,,Y,02,06,N,1,2452
1578203,193721,BE1A,2023,65,18,65,0,0,N,Y,N,F,11,01,1,1,8,1,3,09,22,160,,Y,01,05,N,1,5251
1580996,120806,BE1A,2023,68,18,68,0,0,N,Y,N,I,10,01,1,1,8,1,4,09,22,160,,Y,06,05,N,6,2781
1596009,194189,BE1B,2023,46,1,46,0,0,N,Y,N,F,10,01,1,1,0,1,3,09,33,120,,Y,01,06,N,1,1265
1580990,145175,BF1A,2023,15,16,15,0,0,N,Y,Y,F,10,01,1,1,18,1,4,17,40,640,,N,11,04,N,1,1274
1583369,134954,BF1A,2023,15,16,15,0,0,N,Y,Y,F,10,01,1,1,18,1,4,17,40,640,,N,01,04,N,1,480
1584146,120099,BF1A,2023,15,20,15,0,0,N,Y,Y,M,10,01,1,1,16,1,4,17,40,640,,N,01,04,N,1,314
1592325,165465,BF1A,2023,15,20,15,0,0,N,Y,Y,M,10,01,1,1,16,1,4,17,40,640,,N,11,04,N,1,1330
1596377,119330,BF1A,2023,15,20,15,0,0,N,Y,Y,F,10,01,1,1,16,1,4,17,40,640,,N,01,04,N,1,328
1603547,198589,BF1A,2023,15,20,15,0,0,N,Y,Y,F,10,99,1,1,16,1,3,17,40,640,,N,01,04,N,1,187
1581607,160385,BF1A,2023,15,21,15,0,0,N,Y,Y,F,10,99,1,1,0,1,4,17,36,720,,N,01,05,N,4,1957
1582135,195831,BF1A,2023,15,21,15,0,0,N,Y,Y,F,10,99,1,1,18,1,3,17,40,640,,N,01,04,N,1,568
1584173,118811,BF1A,2023,15,21,15,0,0,N,Y,Y,F,10,01,1,1,18,1,4,17,40,640,,N,01,04,N,1,4695
1600441,147314,BF1A,2023,15,21,15,0,0,N,Y,Y,M,10,01,1,1,18,1,3,17,40,640,,N,01,04,N,6,1047
1601659,199908,BF1A,2023,15,21,15,0,0,N,Y,Y,F,10,01,1,1,18,1,3,17,40,640,,N,01,04,N,1,3023
1584667,118629,BF1A,2023,15,23,15,0,0,N,Y,Y,F,10,02,1,1,18,1,4,17,40,640,,N,01,05,N,1,907
1584509,152043,BF1A,2023,15,24,15,0,0,N,Y,Y,F,10,01,1,1,18,1,4,17,40,640,,N,11,05,N,6,1342
1581012,140978,BF1A,2023,15,25,15,0,0,N,Y,Y,F,10,01,1,1,18,1,4,17,40,640,,N,01,04,N,1,2690
1582928,143417,BF1A,2023,15,28,15,0,0,N,Y,Y,F,10,01,1,1,18,1,4,17,40,640,,N,11,05,N,6,1676
1582030,120147,BF1A,2023,15,30,15,0,0,N,Y,Y,F,10,01,1,1,18,1,4,17,40,640,,N,01,05,N,3,148
