EnrolmentID,IdNumber,Age,Age_CourseStart,AllCourseID,AnnualStartDate,AnnualEndDate,EnrolledOnDate,ClassSize,DisabilityCode,EthnicityCode,FE,FT,GenderCode,HasChildcareFund,HasHardshipFund,HE,HoursPerWeek,LengthOfCourse,MaritalStatusCode,MoACode,NumberOfWeeks,PlannedLearningHours,PT,ScqfLevelCode,ReligionCode,SexualOrientationCode,SIMD_Rank,PI_1,AttendanceRate,AuthAbsenseRate,AbsenseRate
1171634,2045118,22,20,SE1A,2021-09-08 00:00:00,2021-12-13 00:00:00,2021-04-12 00:00:00,14,01,10,Y,N,M,0,0,N,3,1,3,09,13,40,Y,06,01,1,1550,Completed: Successful,1,0,0
1171638,L000120943,28,26,RE1A,2021-09-09 00:00:00,2021-12-14 00:00:00,2021-04-12 00:00:00,14,01,10,Y,N,M,0,0,N,3,1,4,09,13,40,Y,06,01,6,4260,Completed: Successful,1,0,0
1171647,2045130,44,42,SE1A,2021-09-08 00:00:00,2021-12-13 00:00:00,2021-04-12 00:00:00,14,01,10,Y,N,M,0,0,N,3,1,3,09,13,40,Y,06,01,1,3569,Completed: Successful,1,0,0
1171652,1621718,57,54,SE1A,2021-09-08 00:00:00,2021-12-13 00:00:00,2021-04-12 00:00:00,14,01,10,Y,N,M,0,0,N,3,1,4,09,13,40,Y,06,11,6,2674,Completed: Successful,1,0,0
1171668,0515904,27,25,SE1A,2021-09-08 00:00:00,2021-12-13 00:00:00,2021-04-12 00:00:00,14,01,10,Y,N,M,0,0,N,3,1,3,09,13,40,Y,06,01,1,4628,Completed: Successful,1,0,0
1172120,2046044,52,49,SE1A,2021-09-08 00:00:00,2021-12-13 00:00:00,2021-04-15 00:00:00,14,01,10,Y,N,M,0,0,N,3,1,1,09,13,40,Y,06,01,1,5425,Further Withdrawal,1,0,0
1172162,2146054,60,57,RE1A,2021-09-09 00:00:00,2021-12-14 00:00:00,2021-04-15 00:00:00,14,01,10,Y,N,M,0,0,N,3,1,3,09,13,40,Y,06,01,6,5887,Completed: Successful,1,0,0
1173025,2046145,46,43,RE1A,2021-09-09 00:00:00,2021-12-14 00:00:00,2021-04-20 00:00:00,14,06,10,Y,N,M,0,0,N,3,1,3,09,13,40,Y,06,01,1,1209,Completed: Partial Success,1,0,0
1173026,2046147,35,33,SE1A,2021-09-08 00:00:00,2021-12-13 00:00:00,2021-04-20 00:00:00,14,01,11,Y,N,M,0,0,N,3,1,4,09,13,40,Y,06,11,6,3568,Completed: Successful,1,0,0
1173027,2146148,35,33,SE1A,2021-09-08 00:00:00,2021-12-13 00:00:00,2021-04-20 00:00:00,14,01,31,Y,N,M,0,0,N,3,1,1,09,13,40,Y,06,01,1,667,Completed: Successful,1,0,0
1175216,2146343,57,54,SE1A,2021-09-08 00:00:00,2021-12-13 00:00:00,2021-04-26 00:00:00,14,01,10,Y,N,M,0,0,N,3,1,3,09,13,40,Y,06,01,1,5883,Completed: Successful,1,0,0
1176245,1762687,40,38,RE1A,2021-09-09 00:00:00,2021-12-14 00:00:00,2021-04-28 00:00:00,14,01,10,Y,N,M,0,0,N,3,1,3,09,13,40,Y,06,01,1,6295,Completed: Successful,0.666666,0.333333,0.333333
1182431,2047051,30,27,HP1A,2021-08-09 00:00:00,2021-08-13 00:00:00,2021-05-13 00:00:00,0,01,98,Y,N,F,0,0,N,0,1,4,08,1,28,Y,05,11,6,3274,Completed: Successful,1,0,0
1183725,2046239,30,27,SD1A,2021-08-03 00:00:00,2021-08-20 00:00:00,2021-05-17 00:00:00,0,01,10,N,N,M,0,0,Y,0,1,4,07,2,42,Y,07,11,6,6263,Completed: Successful,1,0,0
1184390,0500573,34,32,HP1A,2021-08-09 00:00:00,2021-08-13 00:00:00,2021-05-18 00:00:00,0,01,10,Y,N,F,0,0,N,0,1,4,08,1,28,Y,05,01,1,4597,Completed: Successful,1,0,0
1186340,2165955,51,48,HD1A,2021-08-02 00:00:00,2021-09-13 00:00:00,2021-05-27 00:00:00,0,99,98,N,N,I,0,0,Y,0,1,3,08,6,40,Y,07,02,6,6276,Completed: Successful,1,0,0
1186369,2033242,39,36,HD1A,2021-08-02 00:00:00,2021-09-13 00:00:00,2021-05-27 00:00:00,0,01,98,N,N,F,0,0,Y,0,1,4,08,6,40,Y,07,11,6,1301,Completed: Successful,1,0,0
1186466,1756424,37,35,HD1A,2021-08-05 00:00:00,2021-10-28 00:00:00,2021-05-27 00:00:00,0,01,10,Y,N,M,0,0,N,0,1,1,07,14,80,Y,06,01,1,879,Completed: Successful,1,0,0
1186504,1892958,45,43,HD1C,2021-08-02 00:00:00,2021-09-13 00:00:00,2021-05-27 00:00:00,0,01,10,N,N,M,0,0,Y,0,1,3,08,6,36,Y,07,01,1,2337,Completed: Successful,1,0,0
1186742,2145909,58,55,HP1A,2021-08-09 00:00:00,2021-08-13 00:00:00,2021-05-27 00:00:00,0,01,98,Y,N,M,0,0,N,0,1,4,08,1,28,Y,05,11,6,2493,Completed: Successful,1,0,0
1186751,1942020,46,44,HD1F,2021-08-10 00:00:00,2021-08-31 00:00:00,2021-05-27 00:00:00,0,01,10,Y,N,M,0,0,N,0,1,3,07,4,24,Y,05,02,1,5547,Completed: Successful,1,0,0
1186797,2043222,41,39,HD1A,2021-08-04 00:00:00,2021-10-20 00:00:00,2021-05-28 00:00:00,0,01,98,Y,N,M,0,0,N,0,1,4,08,11,80,Y,06,11,6,5139,Completed: Successful,1,0,0
1186808,2043443,30,28,HP1F,2021-08-30 00:00:00,2021-09-17 00:00:00,2021-05-28 00:00:00,0,01,10,Y,N,M,0,0,N,0,1,4,08,3,35,Y,05,11,6,6789,Completed: Successful,1,0,0
1186809,1620272,37,34,HP1F,2021-08-30 00:00:00,2021-09-17 00:00:00,2021-05-28 00:00:00,0,01,10,Y,N,M,0,0,N,0,1,4,08,3,35,Y,05,11,1,963,Completed: Successful,1,0,0
1186810,1640768,49,46,HP1A,2021-08-30 00:00:00,2021-09-02 00:00:00,2021-05-28 00:00:00,0,01,31,Y,N,F,0,0,N,0,1,4,08,1,40,Y,05,11,6,5506,Completed: Successful,1,0,0
1186831,2147690,34,32,HD1E,2021-08-05 00:00:00,2021-10-28 00:00:00,2021-05-28 00:00:00,0,01,10,Y,N,F,0,0,N,0,1,4,07,14,72,Y,06,01,1,6319,Completed: Successful,1,0,0
1186832,1876110,52,50,SD1B,2021-08-03 00:00:00,2021-08-20 00:00:00,2021-05-28 00:00:00,0,01,10,N,N,M,0,0,Y,0,1,4,07,2,42,Y,07,01,1,6319,Completed: Successful,1,0,0
1186833,1885000,45,43,SD1B,2021-08-03 00:00:00,2021-08-20 00:00:00,2021-05-28 00:00:00,0,01,10,N,N,M,0,0,Y,0,1,4,07,2,42,Y,07,01,6,3411,Completed: Successful,1,0,0
1186959,2043848,57,54,SD1B,2021-08-03 00:00:00,2021-08-20 00:00:00,2021-05-31 00:00:00,0,01,33,N,N,M,0,0,Y,0,1,4,07,2,42,Y,07,01,1,2794,Completed: Successful,1,0,0
1187829,2147859,30,28,RE1A,2021-09-09 00:00:00,2021-12-14 00:00:00,2021-06-01 00:00:00,14,01,10,Y,N,M,0,0,N,3,1,3,09,13,40,Y,06,01,1,553,Completed: Successful,,,
1187992,2147860,38,36,HD1E,2021-08-05 00:00:00,2021-10-28 00:00:00,2021-06-01 00:00:00,0,01,10,Y,N,M,0,0,N,0,1,4,07,14,72,Y,06,01,1,751,Completed: Successful,0.375,0,0.625
1188404,2147688,47,45,HD1A,2021-08-04 00:00:00,2021-10-20 00:00:00,2021-06-02 00:00:00,0,01,98,Y,N,M,0,0,N,0,1,4,08,11,80,Y,06,11,6,1032,Completed: Successful,1,0,0
1189624,1921130,54,51,HD1F,2021-08-10 00:00:00,2021-08-31 00:00:00,2021-06-04 00:00:00,0,01,10,Y,N,M,0,0,N,0,1,3,07,4,24,Y,05,02,1,4506,Completed: Successful,1,0,0
1189625,2046897,49,47,HD1F,2021-08-10 00:00:00,2021-08-31 00:00:00,2021-06-04 00:00:00,0,01,10,Y,N,F,0,0,N,0,1,4,07,4,24,Y,05,01,1,751,Completed: Successful,0.75,0,0.25
1193622,2041408,36,33,HD1E,2021-08-05 00:00:00,2021-10-28 00:00:00,2021-06-10 00:00:00,0,01,11,Y,N,M,0,0,N,0,1,4,07,14,72,Y,06,01,1,5799,Completed: Successful,0.875,0,0.125
1195458,L000220213,35,33,HP1B,2021-09-27 00:00:00,2021-10-01 00:00:00,2021-06-15 00:00:00,0,01,11,Y,N,F,0,0,N,0,1,4,08,1,28,Y,05,11,6,1032,Completed: Successful,,,
1200203,1738063,22,19,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-06-28 00:00:00,15,99,10,Y,Y,F,0,0,N,19,1,4,17,40,756,N,01,11,6,2867,Completed: Successful,1,0,0
1200204,2021020,19,17,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-06-28 00:00:00,12,99,10,Y,Y,I,0,0,N,22,1,3,17,40,864,N,03,01,6,4207,Completed: Successful,1,0,0
1200205,1755830,22,19,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-06-28 00:00:00,15,03,10,Y,Y,M,0,0,N,19,1,3,17,40,756,N,01,11,1,5456,Completed: Successful,1,0,0
1200206,1860351,21,18,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-06-28 00:00:00,15,99,10,Y,Y,F,0,0,N,19,1,3,17,40,756,N,01,11,6,5310,Completed: Successful,0.626512,0.266437,0.373487
1200207,1984857,22,19,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-06-28 00:00:00,15,03,31,Y,Y,F,0,0,N,19,1,4,17,40,756,N,01,11,1,6889,Completed: Successful,1,0,0
1200208,1985181,21,19,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-06-28 00:00:00,15,99,10,Y,Y,M,0,0,N,19,1,4,17,40,756,N,01,11,6,4239,Completed: Successful,1,0,0
1200210,2021181,19,17,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-06-28 00:00:00,12,02,10,Y,Y,M,0,0,N,22,1,3,17,40,864,N,03,01,2,653,Completed: Partial Success,0.63475,0.126625,0.36525
1200211,1860359,21,19,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-06-28 00:00:00,15,99,10,Y,Y,F,0,0,N,19,1,4,17,40,756,N,01,11,6,5310,Completed: Successful,1,0,0
1200212,2024054,21,18,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-06-28 00:00:00,12,99,10,Y,Y,F,0,0,N,22,1,3,17,40,864,N,03,02,1,5605,Completed: Successful,1,0,0
1200213,1522657,21,18,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-06-28 00:00:00,12,90,10,Y,Y,M,0,0,N,22,1,4,17,40,864,N,03,01,6,6009,Completed: Successful,0.931825,0.056825,0.068175
1200214,1988645,20,18,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-06-28 00:00:00,12,99,10,Y,Y,F,0,0,N,22,1,4,17,40,864,N,03,11,6,752,Completed: Successful,0.875,0.0909,0.125
1200215,1864469,21,18,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-06-28 00:00:00,12,99,10,Y,Y,M,0,0,N,22,1,4,17,40,864,N,03,01,6,4868,Completed: Successful,1,0,0
1200230,2021015,19,16,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-06-28 00:00:00,12,99,10,Y,Y,F,0,0,N,22,1,3,17,40,864,N,03,01,1,1419,Completed: Successful,0.555175,0.444825,0.444825
1200231,1923364,19,17,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-06-28 00:00:00,12,99,10,Y,Y,M,0,0,N,22,1,4,17,40,864,N,03,01,1,3865,Completed: Successful,0.57955,0.42045,0.42045
1200331,1988427,20,18,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-06-29 00:00:00,12,03,10,Y,Y,F,0,0,N,22,1,4,17,40,864,N,03,02,6,2920,Completed: Successful,1,0,0
1200804,0909683,25,22,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-01 00:00:00,30,01,10,Y,Y,F,0,0,N,0,1,3,17,36,720,N,06,01,1,400,Further Withdrawal,0.644444,0.133333,0.355555
1200806,1502830,24,22,HO1A,2021-08-24 00:00:00,2022-06-17 00:00:00,2021-07-01 00:00:00,29,01,10,Y,N,F,1,1,N,4,1,4,12,40,160,Y,06,01,1,1957,Completed: Successful,1,0,0
1200807,1303631,26,24,LF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-01 00:00:00,24,09,10,Y,Y,F,0,1,N,20,2,4,17,40,720,N,06,11,4,1703,Completed: Successful,1,0,0
1200808,2027186,39,37,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-01 00:00:00,27,01,11,Y,Y,M,1,1,N,16,1,1,17,36,720,N,06,01,1,4709,Completed: Successful,1,0,0
1200809,2023441,21,18,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-01 00:00:00,20,99,10,Y,Y,F,0,0,N,0,1,3,17,36,720,N,06,01,4,824,Further Withdrawal,1,0,0
1200921,1883439,33,31,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-01 00:00:00,18,01,10,N,Y,F,0,0,Y,0,1,3,17,36,600,N,07,01,1,1637,Completed: Successful,1,0,0
1200924,1914594,19,17,BF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-01 00:00:00,22,01,33,Y,Y,F,0,0,N,0,1,4,17,36,720,N,06,11,6,3404,Completed: Successful,0.948275,0,0.051725
1200928,2036216,40,38,HF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-01 00:00:00,30,01,10,Y,Y,F,1,0,N,0,1,3,17,36,840,N,06,01,1,3566,Completed: Successful,1,0,0
1201006,1751436,31,29,SF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-02 00:00:00,42,01,10,N,Y,F,0,1,Y,15,1,3,17,40,600,N,07,01,1,2918,Completed: Partial Success,1,0,0
1201008,1751436,31,29,HE1A,2021-08-24 00:00:00,2022-06-07 00:00:00,2021-07-02 00:00:00,30,01,10,Y,N,F,0,1,N,4,1,3,09,40,160,Y,05,01,1,2918,Further Withdrawal,1,0,0
1201009,1921954,39,37,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-02 00:00:00,27,09,10,Y,Y,M,0,0,N,16,1,3,17,36,720,N,06,01,1,702,Further Withdrawal,0.98495,0,0
1201010,1504920,32,29,SF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-02 00:00:00,28,01,10,N,Y,F,0,0,Y,0,1,4,17,36,720,N,07,01,1,845,Completed: Successful,1,0,0
1201011,2024973,39,37,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-02 00:00:00,31,01,10,Y,Y,F,0,0,N,0,1,1,17,36,840,N,06,01,1,6295,Completed: Successful,1,0,0
1201013,1734706,21,19,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-02 00:00:00,22,01,10,Y,Y,F,0,1,N,0,1,4,17,36,720,N,06,01,1,492,Further Withdrawal,0.87905,0.0242,0.12095
1201020,1857608,41,39,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-02 00:00:00,28,01,33,Y,Y,F,0,0,N,18,1,1,17,40,720,N,06,03,1,6830,Completed: Successful,1,0,0
1201023,1923022,36,34,HP1A,2021-08-30 00:00:00,2022-06-15 00:00:00,2021-07-02 00:00:00,14,01,14,N,N,F,0,0,Y,0,1,1,08,34,120,Y,07,01,1,522,Completed: Successful,0.9375,0.0625,0.0625
1201024,1920041,23,21,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-02 00:00:00,27,01,10,N,Y,F,0,0,Y,0,1,3,17,36,600,N,07,01,1,5384,Completed: Successful,0.865375,0.134625,0.134625
1201025,1629470,34,31,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-02 00:00:00,31,01,31,Y,Y,F,0,0,N,0,1,4,17,36,840,N,06,01,6,1627,Early Withdrawal,0.964275,0.035725,0.035725
1201028,1915301,28,26,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-02 00:00:00,31,01,10,Y,Y,F,0,0,N,0,1,4,17,36,840,N,06,01,4,2139,Completed: Partial Success,0.785725,0.125,0.214275
1201031,1523980,19,16,SF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-02 00:00:00,19,01,10,Y,Y,M,0,1,N,0,1,4,17,36,960,N,04,01,1,2360,Further Withdrawal,0.64985,0.35015,0.35015
1201658,1905296,30,28,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,18,02,10,N,Y,F,0,1,Y,0,1,4,17,36,600,N,07,01,4,3411,Completed: Successful,0.875,0.041675,0.125
1201662,1735592,21,19,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,40,09,10,Y,Y,I,0,0,N,16,1,4,17,40,640,N,05,01,6,632,Completed: Partial Success,0.964275,0.035725,0.035725
1201666,1900084,33,31,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,18,01,11,N,Y,M,0,1,Y,0,1,1,17,36,600,N,07,01,2,1011,Completed: Successful,1,0,0
1201667,1864049,20,17,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,31,01,10,Y,Y,F,0,0,N,0,1,3,17,36,840,N,06,11,1,1752,Completed: Successful,1,0,0
1201668,1905564,42,40,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,31,99,10,Y,Y,M,0,1,N,0,1,3,17,36,840,N,06,03,1,5139,Completed: Successful,1,0,0
1201673,1403789,37,34,HF1A,2021-09-20 00:00:00,2022-05-27 00:00:00,2021-07-05 00:00:00,28,01,13,N,Y,F,0,0,Y,15,1,1,17,29,600,N,09,02,1,1913,Completed: Successful,1,0,0
1201675,1986371,42,40,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,36,01,10,N,Y,F,0,0,Y,0,1,1,17,36,720,N,07,01,1,1144,Completed: Successful,0.895825,0.104175,0.104175
1201676,1510567,22,20,BF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,19,01,10,N,Y,F,0,0,Y,15,1,4,17,36,600,N,07,11,6,3985,Further Withdrawal,0.7857,0.10715,0.2143
1201678,1998778,24,22,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,29,01,10,Y,Y,M,0,1,N,0,1,4,17,36,640,N,06,01,1,5312,Completed: Successful,1,0,0
1201679,1506058,42,39,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,20,99,10,N,Y,F,0,1,Y,0,1,4,17,36,600,N,07,01,1,5201,Completed: Successful,1,0,0
1201680,1407584,26,24,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,28,09,31,N,Y,F,0,0,Y,0,1,3,17,36,720,N,07,02,1,3404,Completed: Successful,1,0,0
1201682,1987580,43,41,BE1A,2021-09-15 00:00:00,2022-06-11 00:00:00,2021-07-05 00:00:00,67,01,14,Y,N,M,0,0,N,0,1,3,09,33,120,Y,06,05,1,1016,Early Withdrawal,1,0,0
1201683,0718407,25,23,BF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,22,01,10,Y,Y,F,0,0,N,0,1,4,17,36,720,N,06,01,1,1062,Completed: Successful,1,0,0
1201684,1986438,26,24,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,20,01,31,N,Y,F,0,1,Y,0,1,4,17,36,600,N,07,01,1,6787,Further Withdrawal,1,0,0
1201685,2037979,45,42,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,20,01,10,Y,Y,M,0,1,N,0,1,1,17,36,720,N,05,01,2,1011,Completed: Successful,1,0,0
1201687,2028478,29,27,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,27,04,10,N,Y,F,0,0,Y,0,2,1,17,36,600,N,08,01,1,6321,Completed: Successful,1,0,0
1201688,2027810,46,43,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,41,02,11,N,Y,F,0,0,Y,0,1,3,17,36,600,N,07,02,1,5312,Completed: Successful,1,0,0
1201691,1867579,21,19,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,23,02,10,Y,Y,F,0,0,N,0,1,4,17,36,720,N,06,01,4,777,Completed: Successful,0.8654,0,0.1346
1201692,1998951,31,28,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,22,01,33,Y,Y,F,0,1,N,0,1,4,17,36,720,N,06,01,1,1167,Further Withdrawal,1,0,0
1201698,2025340,53,50,BE1A,2021-08-30 00:00:00,2022-06-11 00:00:00,2021-07-05 00:00:00,23,01,10,N,N,F,0,0,Y,0,2,1,09,34,240,Y,07,02,1,4285,Completed: Successful,1,0,0
1201699,1995431,28,25,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,20,01,10,N,Y,M,0,0,Y,0,1,4,17,36,600,N,07,01,1,2213,Completed: Partial Success,0.8,0.2,0.2
1201703,2022414,26,24,SF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,35,01,10,Y,Y,F,0,1,N,19,1,4,17,40,760,N,05,01,1,2113,Completed: Successful,1,0,0
1201708,2276295,20,18,BF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,25,09,10,Y,Y,F,0,0,N,0,1,"",17,36,840,N,06,01,"",864,Further Withdrawal,,,
1201709,1632595,19,17,BF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,25,01,10,Y,Y,F,0,0,N,0,1,4,17,36,840,N,06,01,1,5601,Completed: Successful,1,0,0
1201711,1875748,21,19,HF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,24,01,10,N,Y,M,0,0,Y,15,1,4,17,36,600,N,07,02,1,4221,Completed: Successful,0.910725,0.089275,0.089275
1201712,1917745,39,37,BF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,25,01,10,Y,Y,F,0,0,N,0,1,4,17,36,840,N,06,01,6,480,Completed: Successful,0.865375,0.134625,0.134625
1201713,2029834,37,34,BF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,25,01,10,Y,Y,F,1,0,N,0,1,4,17,36,840,N,06,01,1,1877,Further Withdrawal,1,0,0
1201714,1621666,23,20,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,23,01,10,Y,Y,M,0,1,N,0,1,3,17,36,720,N,05,01,1,5310,Completed: Successful,0.89655,0.10345,0.10345
1201715,1906215,46,43,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,37,09,10,N,Y,M,0,1,Y,0,1,3,17,36,600,N,07,01,1,653,Completed: Partial Success,1,0,0
1201722,1901102,53,51,BF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,20,99,10,N,Y,O,0,0,Y,0,1,1,17,36,600,N,07,01,6,797,Completed: Successful,0.966675,0.033325,0.033325
1201723,0614897,28,26,SF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,27,99,10,N,Y,F,0,0,Y,0,1,1,17,36,720,N,07,01,1,3177,Completed: Successful,1,0,0
1201725,2138556,44,41,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,36,01,10,N,Y,F,0,0,Y,0,1,1,17,36,720,N,07,01,1,5290,Completed: Successful,1,0,0
1201726,1762757,20,18,BF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,25,01,10,Y,Y,F,0,0,N,0,1,3,17,36,840,N,06,11,1,866,Further Withdrawal,0.6923,0.0577,0.3077
1201727,1988915,21,18,SF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,19,90,10,Y,Y,M,0,0,N,0,1,4,17,36,960,N,04,01,1,879,Completed: Successful,1,0,0
1201728,1502892,24,22,BF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,27,01,10,N,Y,F,0,0,Y,0,1,3,17,36,720,N,07,01,1,1514,Completed: Successful,1,0,0
1201729,0721022,27,25,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,30,01,10,N,Y,F,1,0,Y,0,1,3,17,36,680,N,07,01,1,3109,Completed: Successful,1,0,0
1201731,1905107,47,45,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,32,05,10,Y,Y,F,0,1,N,0,1,4,17,36,720,N,04,01,1,667,Completed: Successful,1,0,0
1201734,1505148,30,28,SF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,29,01,10,N,Y,F,0,0,Y,0,1,3,17,36,600,N,07,01,1,2426,Further Withdrawal,0.916675,0,0.083325
1201735,1523676,19,17,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,36,99,10,N,Y,F,0,0,Y,0,1,3,17,36,600,N,07,11,6,3981,Completed: Successful,0.958325,0.041675,0.041675
1201736,1506391,24,22,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,28,99,10,N,Y,F,0,0,Y,0,1,3,17,36,720,N,07,01,1,777,Completed: Successful,1,0,0
1201737,1619469,22,20,HF1B,2021-08-30 00:00:00,2022-06-17 00:00:00,2021-07-05 00:00:00,13,01,10,Y,Y,F,0,1,N,18,1,4,17,40,720,N,05,01,1,1445,Completed: Successful,1,0,0
1201738,1511548,20,17,BF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,18,01,10,Y,Y,O,0,0,N,0,1,3,17,36,720,N,06,01,4,1752,Early Withdrawal,0.88465,0,0.11535
1201739,1647463,21,18,SF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,34,01,10,Y,Y,F,0,0,N,0,1,4,17,36,720,N,05,01,1,2511,Completed: Successful,0.66,0.18,0.34
1201740,1620336,22,20,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,28,99,31,Y,Y,F,0,0,N,16,1,4,17,36,640,N,06,11,6,328,Completed: Successful,1,0,0
1201741,1631278,26,24,HF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,37,01,10,N,Y,F,0,0,Y,0,1,4,17,36,600,N,07,01,1,440,Further Withdrawal,0.84615,0.15385,0.15385
1201742,1508762,20,18,SF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,35,01,31,Y,Y,F,0,0,N,0,1,4,17,36,720,N,04,01,1,1957,Completed: Successful,0.89285,0.10715,0.10715
1201743,1636665,19,17,SF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,25,99,10,N,Y,M,0,0,Y,0,1,4,17,36,600,N,07,01,4,6743,Completed: Successful,1,0,0
1201744,1639717,19,17,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-07-05 00:00:00,20,01,10,Y,Y,F,0,0,N,0,1,3,17,36,720,N,06,01,1,2735,Completed: Partial Success,0.78845,0.03845,0.21155
